time;t_2m_C_n;global_rad_W_per_m2_n
2021-05-01 00:00:00+00:00;-0.337;-0.9968
2021-05-01 00:15:00+00:00;-0.3392;-0.9968
2021-05-01 00:30:00+00:00;-0.3414;-0.9968
2021-05-01 00:45:00+00:00;-0.3414;-0.9968
2021-05-01 01:00:00+00:00;-0.3414;-0.9968
2021-05-01 01:15:00+00:00;-0.3392;-0.9968
2021-05-01 01:30:00+00:00;-0.3414;-0.9968
2021-05-01 01:45:00+00:00;-0.3392;-0.9968
2021-05-01 02:00:00+00:00;-0.337;-0.9968
2021-05-01 02:15:00+00:00;-0.3392;-0.9957
2021-05-01 02:30:00+00:00;-0.3546;-0.9968
2021-05-01 02:45:00+00:00;-0.3502;-0.9968
2021-05-01 03:00:00+00:00;-0.3414;-0.9968
2021-05-01 03:15:00+00:00;-0.337;-0.9968
2021-05-01 03:30:00+00:00;-0.3326;-0.9968
2021-05-01 03:45:00+00:00;-0.3282;-0.9968
2021-05-01 04:00:00+00:00;-0.3326;-0.9946
2021-05-01 04:15:00+00:00;-0.3326;-0.9914
2021-05-01 04:30:00+00:00;-0.3238;-0.9817
2021-05-01 04:45:00+00:00;-0.326;-0.956
2021-05-01 05:00:00+00:00;-0.3238;-0.9307
2021-05-01 05:15:00+00:00;-0.3172;-0.9275
2021-05-01 05:30:00+00:00;-0.315;-0.9114
2021-05-01 05:45:00+00:00;-0.3018;-0.9017
2021-05-01 06:00:00+00:00;-0.3018;-0.9162
2021-05-01 06:15:00+00:00;-0.2996;-0.9001
2021-05-01 06:30:00+00:00;-0.2974;-0.855
2021-05-01 06:45:00+00:00;-0.2974;-0.8561
2021-05-01 07:00:00+00:00;-0.2974;-0.8309
2021-05-01 07:15:00+00:00;-0.2974;-0.7954
2021-05-01 07:30:00+00:00;-0.2841;-0.7885
2021-05-01 07:45:00+00:00;-0.2841;-0.8346
2021-05-01 08:00:00+00:00;-0.2797;-0.7944
2021-05-01 08:15:00+00:00;-0.2753;-0.7568
2021-05-01 08:30:00+00:00;-0.2621;-0.6419
2021-05-01 08:45:00+00:00;-0.2423;-0.6204
2021-05-01 09:00:00+00:00;-0.2445;-0.527
2021-05-01 09:15:00+00:00;-0.2225;-0.6226
2021-05-01 09:30:00+00:00;-0.2225;-0.6956
2021-05-01 09:45:00+00:00;-0.2225;-0.7879
2021-05-01 10:00:00+00:00;-0.2137;-0.8003
2021-05-01 10:15:00+00:00;-0.2115;-0.8271
2021-05-01 10:30:00+00:00;-0.1916;-0.7954
2021-05-01 10:45:00+00:00;-0.1916;-0.8105
2021-05-01 11:00:00+00:00;-0.196;-0.811
2021-05-01 11:15:00+00:00;-0.2048;-0.8303
2021-05-01 11:30:00+00:00;-0.2004;-0.8373
2021-05-01 11:45:00+00:00;-0.2048;-0.876
2021-05-01 12:00:00+00:00;-0.2137;-0.8781
2021-05-01 12:15:00+00:00;-0.2137;-0.8631
2021-05-01 12:30:00+00:00;-0.2137;-0.804
2021-05-01 12:45:00+00:00;-0.207;-0.746
2021-05-01 13:00:00+00:00;-0.2093;-0.6999
2021-05-01 13:15:00+00:00;-0.196;-0.7611
2021-05-01 13:30:00+00:00;-0.2137;-0.8851
2021-05-01 13:45:00+00:00;-0.2291;-0.8894
2021-05-01 14:00:00+00:00;-0.2269;-0.8631
2021-05-01 14:15:00+00:00;-0.2401;-0.8695
2021-05-01 14:30:00+00:00;-0.2401;-0.8932
2021-05-01 14:45:00+00:00;-0.2401;-0.9082
2021-05-01 15:00:00+00:00;-0.2445;-0.9366
2021-05-01 15:15:00+00:00;-0.2533;-0.9409
2021-05-01 15:30:00+00:00;-0.2533;-0.9436
2021-05-01 15:45:00+00:00;-0.2599;-0.9468
2021-05-01 16:00:00+00:00;-0.2621;-0.9474
2021-05-01 16:15:00+00:00;-0.2643;-0.9506
2021-05-01 16:30:00+00:00;-0.2665;-0.9587
2021-05-01 16:45:00+00:00;-0.2731;-0.9662
2021-05-01 17:00:00+00:00;-0.2709;-0.971
2021-05-01 17:15:00+00:00;-0.2753;-0.9774
2021-05-01 17:30:00+00:00;-0.2753;-0.9834
2021-05-01 17:45:00+00:00;-0.2775;-0.9877
2021-05-01 18:00:00+00:00;-0.2841;-0.9925
2021-05-01 18:15:00+00:00;-0.2841;-0.9946
2021-05-01 18:30:00+00:00;-0.2797;-0.9968
2021-05-01 18:45:00+00:00;-0.2841;-0.9968
2021-05-01 19:00:00+00:00;-0.2885;-0.9968
2021-05-01 19:15:00+00:00;-0.2885;-0.9968
2021-05-01 19:30:00+00:00;-0.293;-0.9968
2021-05-01 19:45:00+00:00;-0.2974;-0.9968
2021-05-01 20:00:00+00:00;-0.3018;-0.9968
2021-05-01 20:15:00+00:00;-0.3062;-0.9968
2021-05-01 20:30:00+00:00;-0.3106;-0.9968
2021-05-01 20:45:00+00:00;-0.315;-0.9968
2021-05-01 21:00:00+00:00;-0.3194;-0.9962
2021-05-01 21:15:00+00:00;-0.3282;-0.9962
2021-05-01 21:30:00+00:00;-0.337;-0.9968
2021-05-01 21:45:00+00:00;-0.348;-0.9968
2021-05-01 22:00:00+00:00;-0.3502;-0.9968
2021-05-01 22:15:00+00:00;-0.3546;-0.9968
2021-05-01 22:30:00+00:00;-0.3546;-0.9968
2021-05-01 22:45:00+00:00;-0.359;-0.9968
2021-05-01 23:00:00+00:00;-0.3634;-0.9968
2021-05-01 23:15:00+00:00;-0.3634;-0.9968
2021-05-01 23:30:00+00:00;-0.3634;-0.9968
2021-05-01 23:45:00+00:00;-0.3656;-0.9968
2021-05-02 00:00:00+00:00;-0.3634;-0.9968
2021-05-02 00:15:00+00:00;-0.359;-0.9968
2021-05-02 00:30:00+00:00;-0.359;-0.9968
2021-05-02 00:45:00+00:00;-0.3634;-0.9968
2021-05-02 01:00:00+00:00;-0.3634;-0.9968
2021-05-02 01:15:00+00:00;-0.3634;-0.9968
2021-05-02 01:30:00+00:00;-0.359;-0.9968
2021-05-02 01:45:00+00:00;-0.3612;-0.9968
2021-05-02 02:00:00+00:00;-0.359;-0.9968
2021-05-02 02:15:00+00:00;-0.3568;-0.9968
2021-05-02 02:30:00+00:00;-0.359;-0.9968
2021-05-02 02:45:00+00:00;-0.359;-0.9968
2021-05-02 03:00:00+00:00;-0.359;-0.9968
2021-05-02 03:15:00+00:00;-0.359;-0.9968
2021-05-02 03:30:00+00:00;-0.3546;-0.9968
2021-05-02 03:45:00+00:00;-0.3546;-0.9968
2021-05-02 04:00:00+00:00;-0.3502;-0.9946
2021-05-02 04:15:00+00:00;-0.3502;-0.9914
2021-05-02 04:30:00+00:00;-0.3546;-0.9866
2021-05-02 04:45:00+00:00;-0.348;-0.9823
2021-05-02 05:00:00+00:00;-0.3458;-0.9721
2021-05-02 05:15:00+00:00;-0.3458;-0.9635
2021-05-02 05:30:00+00:00;-0.3414;-0.9458
2021-05-02 05:45:00+00:00;-0.3414;-0.862
2021-05-02 06:00:00+00:00;-0.3282;-0.8336
2021-05-02 06:15:00+00:00;-0.3326;-0.8883
2021-05-02 06:30:00+00:00;-0.3326;-0.8609
2021-05-02 06:45:00+00:00;-0.3304;-0.8481
2021-05-02 07:00:00+00:00;-0.3282;-0.8685
2021-05-02 07:15:00+00:00;-0.3348;-0.7944
2021-05-02 07:30:00+00:00;-0.3238;-0.774
2021-05-02 07:45:00+00:00;-0.315;-0.8352
2021-05-02 08:00:00+00:00;-0.315;-0.8706
2021-05-02 08:15:00+00:00;-0.3084;-0.8878
2021-05-02 08:30:00+00:00;-0.3062;-0.7562
2021-05-02 08:45:00+00:00;-0.3128;-0.636
2021-05-02 09:00:00+00:00;-0.2885;-0.7793
2021-05-02 09:15:00+00:00;-0.2841;-0.5732
2021-05-02 09:30:00+00:00;-0.2665;-0.7332
2021-05-02 09:45:00+00:00;-0.2577;-0.687
2021-05-02 10:00:00+00:00;-0.2445;-0.5034
2021-05-02 10:15:00+00:00;-0.2269;-0.44
2021-05-02 10:30:00+00:00;-0.2093;-0.2897
2021-05-02 10:45:00+00:00;-0.1894;-0.3756
2021-05-02 11:00:00+00:00;-0.1872;-0.2306
2021-05-02 11:15:00+00:00;-0.1916;-0.5882
2021-05-02 11:30:00+00:00;-0.2137;-0.8894
2021-05-02 11:45:00+00:00;-0.2335;-0.9399
2021-05-02 12:00:00+00:00;-0.3018;-0.8974
2021-05-02 12:15:00+00:00;-0.3326;-0.8974
2021-05-02 12:30:00+00:00;-0.3414;-0.7997
2021-05-02 12:45:00+00:00;-0.3304;-0.673
2021-05-02 13:00:00+00:00;-0.2974;0.1941
2021-05-02 13:15:00+00:00;-0.2577;-0.3965
2021-05-02 13:30:00+00:00;-0.2401;-0.8878
2021-05-02 13:45:00+00:00;-0.2753;-0.7417
2021-05-02 14:00:00+00:00;-0.2709;-0.2564
2021-05-02 14:15:00+00:00;-0.2401;-0.7052
2021-05-02 14:30:00+00:00;-0.2841;-0.5431
2021-05-02 14:45:00+00:00;-0.2731;-0.5238
2021-05-02 15:00:00+00:00;-0.2753;-0.7691
2021-05-02 15:15:00+00:00;-0.2687;-0.7562
2021-05-02 15:30:00+00:00;-0.2621;-0.7648
2021-05-02 15:45:00+00:00;-0.2489;-0.7648
2021-05-02 16:00:00+00:00;-0.2533;-0.8105
2021-05-02 16:15:00+00:00;-0.2445;-0.8008
2021-05-02 16:30:00+00:00;-0.2445;-0.8642
2021-05-02 16:45:00+00:00;-0.2533;-0.9168
2021-05-02 17:00:00+00:00;-0.2621;-0.9705
2021-05-02 17:15:00+00:00;-0.2731;-0.9758
2021-05-02 17:30:00+00:00;-0.3414;-0.9823
2021-05-02 17:45:00+00:00;-0.3612;-0.9834
2021-05-02 18:00:00+00:00;-0.3722;-0.9871
2021-05-02 18:15:00+00:00;-0.3767;-0.9914
2021-05-02 18:30:00+00:00;-0.3767;-0.9952
2021-05-02 18:45:00+00:00;-0.3744;-0.9962
2021-05-02 19:00:00+00:00;-0.3722;-0.9968
2021-05-02 19:15:00+00:00;-0.37;-0.9968
2021-05-02 19:30:00+00:00;-0.3722;-0.9968
2021-05-02 19:45:00+00:00;-0.3634;-0.9968
2021-05-02 20:00:00+00:00;-0.3634;-0.9968
2021-05-02 20:15:00+00:00;-0.3656;-0.9957
2021-05-02 20:30:00+00:00;-0.3899;-0.9957
2021-05-02 20:45:00+00:00;-0.3899;-0.9968
2021-05-02 21:00:00+00:00;-0.3767;-0.9968
2021-05-02 21:15:00+00:00;-0.3678;-0.9968
2021-05-02 21:30:00+00:00;-0.3678;-0.9968
2021-05-02 21:45:00+00:00;-0.37;-0.9968
2021-05-02 22:00:00+00:00;-0.3722;-0.9968
2021-05-02 22:15:00+00:00;-0.3656;-0.9968
2021-05-02 22:30:00+00:00;-0.3811;-0.9968
2021-05-02 22:45:00+00:00;-0.3634;-0.9968
2021-05-02 23:00:00+00:00;-0.3546;-0.9957
2021-05-02 23:15:00+00:00;-0.3678;-0.9968
2021-05-02 23:30:00+00:00;-0.3722;-0.9968
2021-05-02 23:45:00+00:00;-0.3678;-0.9968
2021-05-03 00:00:00+00:00;-0.3722;-0.9968
2021-05-03 00:15:00+00:00;-0.3899;-0.9968
2021-05-03 00:30:00+00:00;-0.3943;-0.9968
2021-05-03 00:45:00+00:00;-0.3943;-0.9968
2021-05-03 01:00:00+00:00;-0.4031;-0.9962
2021-05-03 01:15:00+00:00;-0.3987;-0.9952
2021-05-03 01:30:00+00:00;-0.4383;-0.9952
2021-05-03 01:45:00+00:00;-0.478;-0.9962
2021-05-03 02:00:00+00:00;-0.4559;-0.9957
2021-05-03 02:15:00+00:00;-0.4912;-0.9957
2021-05-03 02:30:00+00:00;-0.478;-0.9952
2021-05-03 02:45:00+00:00;-0.5441;-0.9952
2021-05-03 03:00:00+00:00;-0.5529;-0.9952
2021-05-03 03:15:00+00:00;-0.5661;-0.9952
2021-05-03 03:30:00+00:00;-0.5793;-0.9952
2021-05-03 03:45:00+00:00;-0.5903;-0.9952
2021-05-03 04:00:00+00:00;-0.5749;-0.9898
2021-05-03 04:15:00+00:00;-0.5683;-0.978
2021-05-03 04:30:00+00:00;-0.5793;-0.9436
2021-05-03 04:45:00+00:00;-0.5573;-0.9125
2021-05-03 05:00:00+00:00;-0.5529;-0.8856
2021-05-03 05:15:00+00:00;-0.5396;-0.8609
2021-05-03 05:30:00+00:00;-0.522;-0.8191
2021-05-03 05:45:00+00:00;-0.4934;-0.7697
2021-05-03 06:00:00+00:00;-0.4824;-0.7272
2021-05-03 06:15:00+00:00;-0.4537;-0.7272
2021-05-03 06:30:00+00:00;-0.4559;-0.6424
2021-05-03 06:45:00+00:00;-0.4405;-0.4008
2021-05-03 07:00:00+00:00;-0.3943;-0.3863
2021-05-03 07:15:00+00:00;-0.3722;-0.3799
2021-05-03 07:30:00+00:00;-0.315;-0.0529
2021-05-03 07:45:00+00:00;-0.3172;-0.1431
2021-05-03 08:00:00+00:00;-0.3018;0.0405
2021-05-03 08:15:00+00:00;-0.2687;0.0534
2021-05-03 08:30:00+00:00;-0.2048;0.2671
2021-05-03 08:45:00+00:00;-0.1938;0.3928
2021-05-03 09:00:00+00:00;-0.1872;0.4346
2021-05-03 09:15:00+00:00;-0.1608;0.4432
2021-05-03 09:30:00+00:00;-0.1476;0.5732
2021-05-03 09:45:00+00:00;-0.1079;0.614
2021-05-03 10:00:00+00:00;-0.1123;0.4072
2021-05-03 10:15:00+00:00;-0.1233;-0.2252
2021-05-03 10:30:00+00:00;-0.1476;0.3015
2021-05-03 10:45:00+00:00;-0.1079;0.4722
2021-05-03 11:00:00+00:00;-0.0595;0.4932
2021-05-03 11:15:00+00:00;-0.0925;0.229
2021-05-03 11:30:00+00:00;-0.0815;0.5291
2021-05-03 11:45:00+00:00;-0.0771;0.5528
2021-05-03 12:00:00+00:00;-0.0419;0.5302
2021-05-03 12:15:00+00:00;-0.022;0.4797
2021-05-03 12:30:00+00:00;-0.0419;0.3477
2021-05-03 12:45:00+00:00;-0.0154;0.4153
2021-05-03 13:00:00+00:00;0.0154;0.2097
2021-05-03 13:15:00+00:00;0.0022;0.2752
2021-05-03 13:30:00+00:00;-0.0022;0.2011
2021-05-03 13:45:00+00:00;-0.011;0.1828
2021-05-03 14:00:00+00:00;0.0551;0.1807
2021-05-03 14:15:00+00:00;0.0066;0.1227
2021-05-03 14:30:00+00:00;-0.0066;0.0561
2021-05-03 14:45:00+00:00;0.011;-0.0105
2021-05-03 15:00:00+00:00;-0.0066;-0.1109
2021-05-03 15:15:00+00:00;0.0176;-0.1689
2021-05-03 15:30:00+00:00;0.0286;-0.2483
2021-05-03 15:45:00+00:00;0.0264;-0.3138
2021-05-03 16:00:00+00:00;0.0507;-0.396
2021-05-03 16:15:00+00:00;0.0286;-0.4636
2021-05-03 16:30:00+00:00;0.033;-0.549
2021-05-03 16:45:00+00:00;0.0154;-0.6166
2021-05-03 17:00:00+00:00;0.0198;-0.6961
2021-05-03 17:15:00+00:00;0.0088;-0.767
2021-05-03 17:30:00+00:00;0.0022;-0.833
2021-05-03 17:45:00+00:00;-0.0088;-0.8824
2021-05-03 18:00:00+00:00;-0.0374;-0.9334
2021-05-03 18:15:00+00:00;-0.0529;-0.9646
2021-05-03 18:30:00+00:00;-0.0374;-0.9871
2021-05-03 18:45:00+00:00;-0.1211;-0.9936
2021-05-03 19:00:00+00:00;-0.1211;-0.9962
2021-05-03 19:15:00+00:00;-0.1586;-0.9952
2021-05-03 19:30:00+00:00;-0.196;-0.9941
2021-05-03 19:45:00+00:00;-0.2291;-0.9962
2021-05-03 20:00:00+00:00;-0.2401;-0.9952
2021-05-03 20:15:00+00:00;-0.2996;-0.9962
2021-05-03 20:30:00+00:00;-0.2445;-0.9957
2021-05-03 20:45:00+00:00;-0.3392;-0.9957
2021-05-03 21:00:00+00:00;-0.2621;-0.9968
2021-05-03 21:15:00+00:00;-0.2907;-0.9968
2021-05-03 21:30:00+00:00;-0.293;-0.9952
2021-05-03 21:45:00+00:00;-0.3392;-0.9952
2021-05-03 22:00:00+00:00;-0.3855;-0.9968
2021-05-03 22:15:00+00:00;-0.3656;-0.9968
2021-05-03 22:30:00+00:00;-0.3326;-0.9968
2021-05-03 22:45:00+00:00;-0.37;-0.9957
2021-05-03 23:00:00+00:00;-0.4031;-0.9979
2021-05-03 23:15:00+00:00;-0.3656;-0.9968
2021-05-03 23:30:00+00:00;-0.3722;-0.9952
2021-05-03 23:45:00+00:00;-0.4273;-0.9952
2021-05-04 00:00:00+00:00;-0.4515;-0.9973
2021-05-04 00:15:00+00:00;-0.3943;-0.9952
2021-05-04 00:30:00+00:00;-0.4427;-0.9968
2021-05-04 00:45:00+00:00;-0.4141;-0.9968
2021-05-04 01:00:00+00:00;-0.4119;-0.9968
2021-05-04 01:15:00+00:00;-0.4119;-0.9968
2021-05-04 01:30:00+00:00;-0.3855;-0.9962
2021-05-04 01:45:00+00:00;-0.4163;-0.9952
2021-05-04 02:00:00+00:00;-0.4383;-0.9962
2021-05-04 02:15:00+00:00;-0.3722;-0.9984
2021-05-04 02:30:00+00:00;-0.3987;-0.9952
2021-05-04 02:45:00+00:00;-0.4207;-0.9962
2021-05-04 03:00:00+00:00;-0.3855;-0.9957
2021-05-04 03:15:00+00:00;-0.4207;-0.9979
2021-05-04 03:30:00+00:00;-0.4075;-0.9973
2021-05-04 03:45:00+00:00;-0.3326;-0.9962
2021-05-04 04:00:00+00:00;-0.3987;-0.9866
2021-05-04 04:15:00+00:00;-0.4009;-0.9694
2021-05-04 04:30:00+00:00;-0.3767;-0.9184
2021-05-04 04:45:00+00:00;-0.4361;-0.8722
2021-05-04 05:00:00+00:00;-0.3546;-0.8566
2021-05-04 05:15:00+00:00;-0.359;-0.8212
2021-05-04 05:30:00+00:00;-0.3194;-0.7729
2021-05-04 05:45:00+00:00;-0.2952;-0.7546
2021-05-04 06:00:00+00:00;-0.2225;-0.7015
2021-05-04 06:15:00+00:00;-0.1696;-0.6897
2021-05-04 06:30:00+00:00;-0.1476;-0.6752
2021-05-04 06:45:00+00:00;-0.1432;-0.6279
2021-05-04 07:00:00+00:00;-0.1344;-0.4985
2021-05-04 07:15:00+00:00;-0.1079;-0.4878
2021-05-04 07:30:00+00:00;-0.0991;-0.4583
2021-05-04 07:45:00+00:00;-0.0771;-0.3691
2021-05-04 08:00:00+00:00;-0.0595;-0.2215
2021-05-04 08:15:00+00:00;-0.0396;-0.2226
2021-05-04 08:30:00+00:00;-0.0154;0.1388
2021-05-04 08:45:00+00:00;0.0198;0.2118
2021-05-04 09:00:00+00:00;0.0463;0.2617
2021-05-04 09:15:00+00:00;0.0749;0.3895
2021-05-04 09:30:00+00:00;0.1167;0.1141
2021-05-04 09:45:00+00:00;0.0947;0.3235
2021-05-04 10:00:00+00:00;0.1079;0.4164
2021-05-04 10:15:00+00:00;0.1432;0.4142
2021-05-04 10:30:00+00:00;0.152;-0.0572
2021-05-04 10:45:00+00:00;0.1233;0.0674
2021-05-04 11:00:00+00:00;0.1388;0.3235
2021-05-04 11:15:00+00:00;0.163;0.4642
2021-05-04 11:30:00+00:00;0.1652;0.0379
2021-05-04 11:45:00+00:00;0.1476;-0.1136
2021-05-04 12:00:00+00:00;0.1476;-0.0668
2021-05-04 12:15:00+00:00;0.1476;-0.1613
2021-05-04 12:30:00+00:00;0.1344;-0.2177
2021-05-04 12:45:00+00:00;0.1322;-0.0878
2021-05-04 13:00:00+00:00;0.1476;-0.1028
2021-05-04 13:15:00+00:00;0.1454;-0.0319
2021-05-04 13:30:00+00:00;0.1652;-0.1039
2021-05-04 13:45:00+00:00;0.163;-0.1715
2021-05-04 14:00:00+00:00;0.1696;-0.0475
2021-05-04 14:15:00+00:00;0.1762;-0.3493
2021-05-04 14:30:00+00:00;0.1652;-0.0089
2021-05-04 14:45:00+00:00;0.1938;-0.2494
2021-05-04 15:00:00+00:00;0.1696;-0.2209
2021-05-04 15:15:00+00:00;0.1872;-0.2961
2021-05-04 15:30:00+00:00;0.1872;-0.5345
2021-05-04 15:45:00+00:00;0.174;-0.7868
2021-05-04 16:00:00+00:00;0.1432;-0.8438
2021-05-04 16:15:00+00:00;0.1388;-0.8255
2021-05-04 16:30:00+00:00;0.1256;-0.8303
2021-05-04 16:45:00+00:00;0.0595;-0.8722
2021-05-04 17:00:00+00:00;0.0066;-0.9383
2021-05-04 17:15:00+00:00;-0.0419;-0.9426
2021-05-04 17:30:00+00:00;-0.0683;-0.92
2021-05-04 17:45:00+00:00;-0.0727;-0.9554
2021-05-04 18:00:00+00:00;-0.0771;-0.9807
2021-05-04 18:15:00+00:00;-0.0947;-0.9893
2021-05-04 18:30:00+00:00;-0.1079;-0.9957
2021-05-04 18:45:00+00:00;-0.1189;-0.9968
2021-05-04 19:00:00+00:00;-0.1256;-0.9968
2021-05-04 19:15:00+00:00;-0.1013;-0.9979
2021-05-04 19:30:00+00:00;-0.0859;-0.9979
2021-05-04 19:45:00+00:00;-0.1145;-0.9957
2021-05-04 20:00:00+00:00;-0.1256;-0.9968
2021-05-04 20:15:00+00:00;-0.1344;-0.9968
2021-05-04 20:30:00+00:00;-0.1432;-0.9968
2021-05-04 20:45:00+00:00;-0.1476;-0.9968
2021-05-04 21:00:00+00:00;-0.152;-0.9968
2021-05-04 21:15:00+00:00;-0.152;-0.9968
2021-05-04 21:30:00+00:00;-0.1784;-0.9968
2021-05-04 21:45:00+00:00;-0.1608;-0.9968
2021-05-04 22:00:00+00:00;-0.1872;-0.9968
2021-05-04 22:15:00+00:00;-0.174;-0.9968
2021-05-04 22:30:00+00:00;-0.1784;-0.9968
2021-05-04 22:45:00+00:00;-0.1872;-0.9968
2021-05-04 23:00:00+00:00;-0.1784;-0.9973
2021-05-04 23:15:00+00:00;-0.1454;-0.9984
2021-05-04 23:30:00+00:00;-0.0991;-0.9984
2021-05-04 23:45:00+00:00;-0.0727;-0.9984
2021-05-05 00:00:00+00:00;-0.0771;-0.9979
2021-05-05 00:15:00+00:00;-0.0749;-0.9979
2021-05-05 00:30:00+00:00;-0.0463;-0.9979
2021-05-05 00:45:00+00:00;-0.0485;-0.9968
2021-05-05 01:00:00+00:00;-0.0463;-0.9968
2021-05-05 01:15:00+00:00;-0.0595;-0.9968
2021-05-05 01:30:00+00:00;-0.0507;-0.9968
2021-05-05 01:45:00+00:00;-0.0595;-0.9968
2021-05-05 02:00:00+00:00;-0.0639;-0.9952
2021-05-05 02:15:00+00:00;-0.1233;-0.993
2021-05-05 02:30:00+00:00;-0.152;-0.9968
2021-05-05 02:45:00+00:00;-0.1454;-0.9979
2021-05-05 03:00:00+00:00;-0.1476;-0.9984
2021-05-05 03:15:00+00:00;-0.141;-0.9973
2021-05-05 03:30:00+00:00;-0.13;-0.9941
2021-05-05 03:45:00+00:00;-0.2181;-0.9941
2021-05-05 04:00:00+00:00;-0.2489;-0.9946
2021-05-05 04:15:00+00:00;-0.2753;-0.9925
2021-05-05 04:30:00+00:00;-0.3062;-0.9844
2021-05-05 04:45:00+00:00;-0.3128;-0.9672
2021-05-05 05:00:00+00:00;-0.3106;-0.9431
2021-05-05 05:15:00+00:00;-0.304;-0.9205
2021-05-05 05:30:00+00:00;-0.2974;-0.8937
2021-05-05 05:45:00+00:00;-0.2885;-0.9195
2021-05-05 06:00:00+00:00;-0.293;-0.8615
2021-05-05 06:15:00+00:00;-0.2974;-0.8808
2021-05-05 06:30:00+00:00;-0.2885;-0.9034
2021-05-05 06:45:00+00:00;-0.2885;-0.9141
2021-05-05 07:00:00+00:00;-0.2841;-0.9109
2021-05-05 07:15:00+00:00;-0.2797;-0.8872
2021-05-05 07:30:00+00:00;-0.2709;-0.8314
2021-05-05 07:45:00+00:00;-0.2599;-0.6864
2021-05-05 08:00:00+00:00;-0.2445;-0.7181
2021-05-05 08:15:00+00:00;-0.2401;-0.775
2021-05-05 08:30:00+00:00;-0.2357;-0.8577
2021-05-05 08:45:00+00:00;-0.2665;-0.745
2021-05-05 09:00:00+00:00;-0.2665;-0.7101
2021-05-05 09:15:00+00:00;-0.2467;-0.7605
2021-05-05 09:30:00+00:00;-0.2401;-0.5989
2021-05-05 09:45:00+00:00;-0.2137;-0.3391
2021-05-05 10:00:00+00:00;-0.1872;-0.44
2021-05-05 10:15:00+00:00;-0.2048;-0.5119
2021-05-05 10:30:00+00:00;-0.2269;-0.7294
2021-05-05 10:45:00+00:00;-0.2203;-0.4148
2021-05-05 11:00:00+00:00;-0.1476;0.5001
2021-05-05 11:15:00+00:00;-0.1057;0.1479
2021-05-05 11:30:00+00:00;-0.1256;0.3906
2021-05-05 11:45:00+00:00;-0.0771;0.0191
2021-05-05 12:00:00+00:00;-0.1256;0.2338
2021-05-05 12:15:00+00:00;-0.0991;0.5366
2021-05-05 12:30:00+00:00;-0.0639;0.4728
2021-05-05 12:45:00+00:00;-0.0683;0.2923
2021-05-05 13:00:00+00:00;-0.0771;-0.2064
2021-05-05 13:15:00+00:00;-0.1035;-0.2956
2021-05-05 13:30:00+00:00;-0.1079;-0.4652
2021-05-05 13:45:00+00:00;-0.0969;-0.2505
2021-05-05 14:00:00+00:00;-0.0683;-0.0749
2021-05-05 14:15:00+00:00;-0.0308;0.1721
2021-05-05 14:30:00+00:00;-0.0286;0.1055
2021-05-05 14:45:00+00:00;-0.0485;-0.0717
2021-05-05 15:00:00+00:00;-0.0859;-0.3396
2021-05-05 15:15:00+00:00;-0.1035;-0.2204
2021-05-05 15:30:00+00:00;-0.1167;-0.323
2021-05-05 15:45:00+00:00;-0.1432;-0.4733
2021-05-05 16:00:00+00:00;-0.1211;-0.6827
2021-05-05 16:15:00+00:00;-0.1608;-0.789
2021-05-05 16:30:00+00:00;-0.1608;-0.7509
2021-05-05 16:45:00+00:00;-0.1542;-0.7605
2021-05-05 17:00:00+00:00;-0.1608;-0.8239
2021-05-05 17:15:00+00:00;-0.1674;-0.883
2021-05-05 17:30:00+00:00;-0.1784;-0.906
2021-05-05 17:45:00+00:00;-0.1872;-0.9179
2021-05-05 18:00:00+00:00;-0.1872;-0.9452
2021-05-05 18:15:00+00:00;-0.1938;-0.9667
2021-05-05 18:30:00+00:00;-0.2269;-0.9919
2021-05-05 18:45:00+00:00;-0.2203;-0.9962
2021-05-05 19:00:00+00:00;-0.2181;-0.9968
2021-05-05 19:15:00+00:00;-0.2291;-0.9968
2021-05-05 19:30:00+00:00;-0.2269;-0.9968
2021-05-05 19:45:00+00:00;-0.2225;-0.9968
2021-05-05 20:00:00+00:00;-0.2048;-0.9968
2021-05-05 20:15:00+00:00;-0.2159;-0.9968
2021-05-05 20:30:00+00:00;-0.2181;-0.9968
2021-05-05 20:45:00+00:00;-0.2401;-0.9968
2021-05-05 21:00:00+00:00;-0.2533;-0.9962
2021-05-05 21:15:00+00:00;-0.2731;-0.9962
2021-05-05 21:30:00+00:00;-0.2709;-0.9968
2021-05-05 21:45:00+00:00;-0.2599;-0.9968
2021-05-05 22:00:00+00:00;-0.2533;-0.9962
2021-05-05 22:15:00+00:00;-0.2665;-0.9962
2021-05-05 22:30:00+00:00;-0.2797;-0.9946
2021-05-05 22:45:00+00:00;-0.337;-0.9936
2021-05-05 23:00:00+00:00;-0.3767;-0.9957
2021-05-05 23:15:00+00:00;-0.3789;-0.9968
2021-05-05 23:30:00+00:00;-0.3987;-0.9968
2021-05-05 23:45:00+00:00;-0.3678;-0.9979
2021-05-06 00:00:00+00:00;-0.3458;-0.9968
2021-05-06 00:15:00+00:00;-0.359;-0.9968
2021-05-06 00:30:00+00:00;-0.3282;-0.9968
2021-05-06 00:45:00+00:00;-0.326;-0.9968
2021-05-06 01:00:00+00:00;-0.337;-0.9968
2021-05-06 01:15:00+00:00;-0.337;-0.9968
2021-05-06 01:30:00+00:00;-0.3282;-0.9968
2021-05-06 01:45:00+00:00;-0.3392;-0.9957
