time;P_pv_[kW]
2021-12-04 17:30:00+00:00;0.00063
2021-12-04 17:45:00+00:00;0.000515
2021-12-04 18:00:00+00:00;0.0008825
2021-12-04 18:15:00+00:00;0.0006475
2021-12-04 18:30:00+00:00;0.0010425
2021-12-04 18:45:00+00:00;0.001105
2021-12-04 19:00:00+00:00;0.00116
2021-12-04 19:15:00+00:00;0.0012475
2021-12-04 19:30:00+00:00;0.0022025
2021-12-04 19:45:00+00:00;0.002775
2021-12-04 20:00:00+00:00;0.00217
2021-12-04 20:15:00+00:00;0.00173
2021-12-04 20:30:00+00:00;0.00151
2021-12-04 20:45:00+00:00;0.0020475
2021-12-04 21:00:00+00:00;0.0015625
2021-12-04 21:15:00+00:00;0.001585
2021-12-04 21:30:00+00:00;0.0016075
2021-12-04 21:45:00+00:00;0.00163
2021-12-04 22:00:00+00:00;0.0024775
2021-12-04 22:15:00+00:00;0.0019525
2021-12-04 22:30:00+00:00;0.0016925
2021-12-04 22:45:00+00:00;0.0017125
2021-12-04 23:00:00+00:00;0.0017325
2021-12-04 23:15:00+00:00;0.0017525
2021-12-04 23:30:00+00:00;0.0017725
2021-12-04 23:45:00+00:00;0.0017925
2021-12-05 00:00:00+00:00;0.00272
2021-12-05 00:15:00+00:00;0.00214
2021-12-05 00:30:00+00:00;0.0018425
2021-12-05 00:45:00+00:00;0.0024575
2021-12-05 01:00:00+00:00;0.0018425
2021-12-05 01:15:00+00:00;0.0018425
2021-12-05 01:30:00+00:00;0.0027625
2021-12-05 01:45:00+00:00;0.0027625
2021-12-05 02:00:00+00:00;0.0018425
2021-12-05 02:15:00+00:00;0.0018425
2021-12-05 02:30:00+00:00;0.0018375
2021-12-05 02:45:00+00:00;0.00181
2021-12-05 03:00:00+00:00;0.00178
2021-12-05 03:15:00+00:00;0.0017425
2021-12-05 03:30:00+00:00;0.0017025
2021-12-05 03:45:00+00:00;0.0016525
2021-12-05 04:00:00+00:00;0.00239
2021-12-05 04:15:00+00:00;0.001775
2021-12-05 04:30:00+00:00;0.001675
2021-12-05 04:45:00+00:00;0.00155
2021-12-05 05:00:00+00:00;0.0011925
2021-12-05 05:15:00+00:00;0.0010175
2021-12-05 05:30:00+00:00;0.00078
2021-12-05 05:45:00+00:00;0.0005725
2021-12-05 06:00:00+00:00;0.0005725
2021-12-05 06:15:00+00:00;0.0005725
2021-12-05 06:30:00+00:00;0.0006675
2021-12-05 06:45:00+00:00;0.00105
2021-12-05 07:00:00+00:00;0.001815
2021-12-05 07:15:00+00:00;0.006275
2021-12-05 07:30:00+00:00;0.0121175
2021-12-05 07:45:00+00:00;0.0259675
2021-12-05 08:00:00+00:00;0.04263
2021-12-05 08:15:00+00:00;0.0417625
2021-12-05 08:30:00+00:00;0.0534475
2021-12-05 08:45:00+00:00;0.0802825
2021-12-05 09:00:00+00:00;0.059725
2021-12-05 09:15:00+00:00;0.0610225
2021-12-05 09:30:00+00:00;0.0778275
2021-12-05 09:45:00+00:00;0.0950375
2021-12-05 10:00:00+00:00;0.1490525
2021-12-05 10:15:00+00:00;0.255675
2021-12-05 10:30:00+00:00;0.17312
2021-12-05 10:45:00+00:00;0.2591875
2021-12-05 11:00:00+00:00;0.24927
2021-12-05 11:15:00+00:00;0.1634
2021-12-05 11:30:00+00:00;0.1585575
2021-12-05 11:45:00+00:00;0.1627325
2021-12-05 12:00:00+00:00;0.159355
2021-12-05 12:15:00+00:00;0.1071575
2021-12-05 12:30:00+00:00;0.07277
2021-12-05 12:45:00+00:00;0.075225
2021-12-05 13:00:00+00:00;0.124965
2021-12-05 13:15:00+00:00;0.1605825
2021-12-05 13:30:00+00:00;0.1590475
2021-12-05 13:45:00+00:00;0.2333525
2021-12-05 14:00:00+00:00;0.11821
2021-12-05 14:15:00+00:00;0.0537325
2021-12-05 14:30:00+00:00;0.0297825
2021-12-05 14:45:00+00:00;0.024255
2021-12-05 15:00:00+00:00;0.01566
2021-12-05 15:15:00+00:00;0.0107475
2021-12-05 15:30:00+00:00;0.005835
2021-12-05 15:45:00+00:00;0.0000625
2021-12-05 16:00:00+00:00;0.000045
2021-12-05 16:15:00+00:00;0.000035
2021-12-05 16:30:00+00:00;0.00003
2021-12-05 16:45:00+00:00;0.00004
2021-12-05 17:00:00+00:00;0.0001925
2021-12-05 17:15:00+00:00;0.0004425
2021-12-05 17:30:00+00:00;0.000835
2021-12-05 17:45:00+00:00;0.0007675
2021-12-05 18:00:00+00:00;0.0010225
2021-12-05 18:15:00+00:00;0.00145
2021-12-05 18:30:00+00:00;0.00104
2021-12-05 18:45:00+00:00;0.0011
2021-12-05 19:00:00+00:00;0.0017375
2021-12-05 19:15:00+00:00;0.00145
2021-12-05 19:30:00+00:00;0.0013175
2021-12-05 19:45:00+00:00;0.001845
2021-12-05 20:00:00+00:00;0.0014425
2021-12-05 20:15:00+00:00;0.0014825
2021-12-05 20:30:00+00:00;0.00151
2021-12-05 20:45:00+00:00;0.0020475
2021-12-05 21:00:00+00:00;0.0015625
2021-12-05 21:15:00+00:00;0.001585
2021-12-05 21:30:00+00:00;0.0016075
2021-12-05 21:45:00+00:00;0.00163
2021-12-05 22:00:00+00:00;0.0016525
2021-12-05 22:15:00+00:00;0.0016725
2021-12-05 22:30:00+00:00;0.0016925
2021-12-05 22:45:00+00:00;0.0017125
2021-12-05 23:00:00+00:00;0.0020225
2021-12-05 23:15:00+00:00;0.00263
2021-12-05 23:30:00+00:00;0.0017725
2021-12-05 23:45:00+00:00;0.0017925
2021-12-06 00:00:00+00:00;0.0018125
2021-12-06 00:15:00+00:00;0.0018325
2021-12-06 00:30:00+00:00;0.0018425
2021-12-06 00:45:00+00:00;0.0018425
2021-12-06 01:00:00+00:00;0.0018425
2021-12-06 01:15:00+00:00;0.0018425
2021-12-06 01:30:00+00:00;0.0027625
2021-12-06 01:45:00+00:00;0.0027625
2021-12-06 02:00:00+00:00;0.0018425
2021-12-06 02:15:00+00:00;0.0018425
2021-12-06 02:30:00+00:00;0.001835
2021-12-06 02:45:00+00:00;0.00241
2021-12-06 03:00:00+00:00;0.00237
2021-12-06 03:15:00+00:00;0.0017425
2021-12-06 03:30:00+00:00;0.00255
2021-12-06 03:45:00+00:00;0.001925
2021-12-06 04:00:00+00:00;0.0015925
2021-12-06 04:15:00+00:00;0.0015225
2021-12-06 04:30:00+00:00;0.001675
2021-12-06 04:45:00+00:00;0.0015525
2021-12-06 05:00:00+00:00;0.001195
2021-12-06 05:15:00+00:00;0.0010225
2021-12-06 05:30:00+00:00;0.0007875
2021-12-06 05:45:00+00:00;0.0005725
2021-12-06 06:00:00+00:00;0.00086
2021-12-06 06:15:00+00:00;0.00086
2021-12-06 06:30:00+00:00;0.0006675
2021-12-06 06:45:00+00:00;0.00105
2021-12-06 07:00:00+00:00;0.0023875
2021-12-06 07:15:00+00:00;0.01017
2021-12-06 07:30:00+00:00;0.01623
2021-12-06 07:45:00+00:00;0.0205575
2021-12-06 08:00:00+00:00;0.0322425
2021-12-06 08:15:00+00:00;0.0408975
2021-12-06 08:30:00+00:00;0.04977
2021-12-06 08:45:00+00:00;0.0618875
2021-12-06 09:00:00+00:00;0.0703275
2021-12-06 09:15:00+00:00;0.0811475
2021-12-06 09:30:00+00:00;0.09141
2021-12-06 09:45:00+00:00;0.1136675
2021-12-06 10:00:00+00:00;0.1075525
2021-12-06 10:15:00+00:00;0.1121475
2021-12-06 10:30:00+00:00;0.123285
2021-12-06 10:45:00+00:00;0.1171
2021-12-06 11:00:00+00:00;0.110365
2021-12-06 11:15:00+00:00;0.1014625
2021-12-06 11:30:00+00:00;0.116145
2021-12-06 11:45:00+00:00;0.1145275
2021-12-06 12:00:00+00:00;0.12343
2021-12-06 12:15:00+00:00;0.130185
2021-12-06 12:30:00+00:00;0.09457
2021-12-06 12:45:00+00:00;0.1019375
2021-12-06 13:00:00+00:00;0.1283425
2021-12-06 13:15:00+00:00;0.1658025
2021-12-06 13:30:00+00:00;0.11514
2021-12-06 13:45:00+00:00;0.1507575
2021-12-06 14:00:00+00:00;0.1381675
2021-12-06 14:15:00+00:00;0.1086925
2021-12-06 14:30:00+00:00;0.0755325
2021-12-06 14:45:00+00:00;0.0485125
2021-12-06 15:00:00+00:00;0.0125875
2021-12-06 15:15:00+00:00;0.0095175
2021-12-06 15:30:00+00:00;0.00522
2021-12-06 15:45:00+00:00;0.0000525
2021-12-06 16:00:00+00:00;0.00003
2021-12-06 16:15:00+00:00;0.0000475
2021-12-06 16:30:00+00:00;0.0000475
2021-12-06 16:45:00+00:00;0.0000475
2021-12-06 17:00:00+00:00;0.00028
2021-12-06 17:15:00+00:00;0.000655
2021-12-06 17:30:00+00:00;0.0008275
2021-12-06 17:45:00+00:00;0.0007625
2021-12-06 18:00:00+00:00;0.0010175
2021-12-06 18:15:00+00:00;0.0014425
2021-12-06 18:30:00+00:00;0.0012075
2021-12-06 18:45:00+00:00;0.00128
2021-12-06 19:00:00+00:00;0.00154
2021-12-06 19:15:00+00:00;0.0016525
2021-12-06 19:30:00+00:00;0.0017525
2021-12-06 19:45:00+00:00;0.00138
2021-12-06 20:00:00+00:00;0.00144
2021-12-06 20:15:00+00:00;0.0014825
2021-12-06 20:30:00+00:00;0.00151
2021-12-06 20:45:00+00:00;0.0015375
2021-12-06 21:00:00+00:00;0.00156
2021-12-06 21:15:00+00:00;0.001585
2021-12-06 21:30:00+00:00;0.0016075
2021-12-06 21:45:00+00:00;0.00163
2021-12-06 22:00:00+00:00;0.001375
2021-12-06 22:15:00+00:00;0.0013925
2021-12-06 22:30:00+00:00;0.0016925
2021-12-06 22:45:00+00:00;0.0017125
2021-12-06 23:00:00+00:00;0.0017325
2021-12-06 23:15:00+00:00;0.0017525
2021-12-06 23:30:00+00:00;0.0017725
2021-12-06 23:45:00+00:00;0.0017925
2021-12-07 00:00:00+00:00;0.0027175
2021-12-07 00:15:00+00:00;0.0027475
2021-12-07 00:30:00+00:00;0.0018425
2021-12-07 00:45:00+00:00;0.0024575
2021-12-07 01:00:00+00:00;0.0024575
2021-12-07 01:15:00+00:00;0.0018425
2021-12-07 01:30:00+00:00;0.0024575
2021-12-07 01:45:00+00:00;0.0018425
2021-12-07 02:00:00+00:00;0.00215
2021-12-07 02:15:00+00:00;0.00215
2021-12-07 02:30:00+00:00;0.0018325
2021-12-07 02:45:00+00:00;0.0018075
2021-12-07 03:00:00+00:00;0.0017775
2021-12-07 03:15:00+00:00;0.00174
2021-12-07 03:30:00+00:00;0.0017
2021-12-07 03:45:00+00:00;0.00165
2021-12-07 04:00:00+00:00;0.0015925
2021-12-07 04:15:00+00:00;0.0015225
2021-12-07 04:30:00+00:00;0.0014375
2021-12-07 04:45:00+00:00;0.0013325
2021-12-07 05:00:00+00:00;0.0013975
2021-12-07 05:15:00+00:00;0.0011975
2021-12-07 05:30:00+00:00;0.0007975
2021-12-07 05:45:00+00:00;0.0005725
2021-12-07 06:00:00+00:00;0.0005725
2021-12-07 06:15:00+00:00;0.0005725
2021-12-07 06:30:00+00:00;0.00086
2021-12-07 06:45:00+00:00;0.00105
2021-12-07 07:00:00+00:00;0.002005
2021-12-07 07:15:00+00:00;0.009305
2021-12-07 07:30:00+00:00;0.03116
2021-12-07 07:45:00+00:00;0.0502025
2021-12-07 08:00:00+00:00;0.0820125
2021-12-07 08:15:00+00:00;0.062105
2021-12-07 08:30:00+00:00;0.04739
2021-12-07 08:45:00+00:00;0.05518
2021-12-07 09:00:00+00:00;0.059075
2021-12-07 09:15:00+00:00;0.0750875
2021-12-07 09:30:00+00:00;0.074825
2021-12-07 09:45:00+00:00;0.1040275
2021-12-07 10:00:00+00:00;0.128325
2021-12-07 10:15:00+00:00;0.1292825
2021-12-07 10:30:00+00:00;0.233495
2021-12-07 10:45:00+00:00;0.3182775
2021-12-07 11:00:00+00:00;0.282145
2021-12-07 11:15:00+00:00;0.226655
2021-12-07 11:30:00+00:00;0.2477425
2021-12-07 11:45:00+00:00;0.1627325
2021-12-07 12:00:00+00:00;0.2321225
2021-12-07 12:15:00+00:00;0.2364225
2021-12-07 12:30:00+00:00;0.1025525
2021-12-07 12:45:00+00:00;0.07062
2021-12-07 13:00:00+00:00;0.1486075
2021-12-07 13:15:00+00:00;0.176855
2021-12-07 13:30:00+00:00;0.1704075
2021-12-07 13:45:00+00:00;0.145845
2021-12-07 14:00:00+00:00;0.10992
2021-12-07 14:15:00+00:00;0.107465
2021-12-07 14:30:00+00:00;0.07461
2021-12-07 14:45:00+00:00;0.03224
2021-12-07 15:00:00+00:00;0.020265
2021-12-07 15:15:00+00:00;0.0116675
2021-12-07 15:30:00+00:00;0.0049125
2021-12-07 15:45:00+00:00;0.0000475
2021-12-07 16:00:00+00:00;0.000035
2021-12-07 16:15:00+00:00;0.000045
2021-12-07 16:30:00+00:00;0.000035
2021-12-07 16:45:00+00:00;0.000045
2021-12-07 17:00:00+00:00;0.0001825
2021-12-07 17:15:00+00:00;0.0007175
2021-12-07 17:30:00+00:00;0.0011275
2021-12-07 17:45:00+00:00;0.0008825
2021-12-07 18:00:00+00:00;0.0010125
2021-12-07 18:15:00+00:00;0.0007975
2021-12-07 18:30:00+00:00;0.001375
2021-12-07 18:45:00+00:00;0.0014575
2021-12-07 19:00:00+00:00;0.0021125
2021-12-07 19:15:00+00:00;0.0022675
2021-12-07 19:30:00+00:00;0.0019675
2021-12-07 19:45:00+00:00;0.0016075
2021-12-07 20:00:00+00:00;0.002155
2021-12-07 20:15:00+00:00;0.0022225
2021-12-07 20:30:00+00:00;0.0020125
2021-12-07 20:45:00+00:00;0.001535
2021-12-07 21:00:00+00:00;0.0020825
2021-12-07 21:15:00+00:00;0.001585
2021-12-07 21:30:00+00:00;0.0016075
2021-12-07 21:45:00+00:00;0.00163
2021-12-07 22:00:00+00:00;0.00165
2021-12-07 22:15:00+00:00;0.0016725
2021-12-07 22:30:00+00:00;0.0016925
2021-12-07 22:45:00+00:00;0.0017125
2021-12-07 23:00:00+00:00;0.00202
2021-12-07 23:15:00+00:00;0.0020425
2021-12-07 23:30:00+00:00;0.0017725
2021-12-07 23:45:00+00:00;0.00179
2021-12-08 00:00:00+00:00;0.0021125
2021-12-08 00:15:00+00:00;0.0027475
2021-12-08 00:30:00+00:00;0.0018425
2021-12-08 00:45:00+00:00;0.0018425
2021-12-08 01:00:00+00:00;0.00215
2021-12-08 01:15:00+00:00;0.0027625
2021-12-08 01:30:00+00:00;0.0024575
2021-12-08 01:45:00+00:00;0.0018425
2021-12-08 02:00:00+00:00;0.0018425
2021-12-08 02:15:00+00:00;0.0018425
2021-12-08 02:30:00+00:00;0.0015275
2021-12-08 02:45:00+00:00;0.001505
2021-12-08 03:00:00+00:00;0.00148
2021-12-08 03:15:00+00:00;0.00145
2021-12-08 03:30:00+00:00;0.0016975
2021-12-08 03:45:00+00:00;0.00165
2021-12-08 04:00:00+00:00;0.0015925
2021-12-08 04:15:00+00:00;0.0015225
2021-12-08 04:30:00+00:00;0.0014375
2021-12-08 04:45:00+00:00;0.0013325
2021-12-08 05:00:00+00:00;0.0008
2021-12-08 05:15:00+00:00;0.0010325
2021-12-08 05:30:00+00:00;0.000805
2021-12-08 05:45:00+00:00;0.0005725
2021-12-08 06:00:00+00:00;0.0005725
2021-12-08 06:15:00+00:00;0.0005725
2021-12-08 06:30:00+00:00;0.0006675
2021-12-08 06:45:00+00:00;0.0006675
2021-12-08 07:00:00+00:00;0.00086
2021-12-08 07:15:00+00:00;0.00238
2021-12-08 07:30:00+00:00;0.00303
2021-12-08 07:45:00+00:00;0.005625
2021-12-08 08:00:00+00:00;0.0067075
2021-12-08 08:15:00+00:00;0.0075725
2021-12-08 08:30:00+00:00;0.00779
2021-12-08 08:45:00+00:00;0.00779
2021-12-08 09:00:00+00:00;0.0090875
2021-12-08 09:15:00+00:00;0.0103875
2021-12-08 09:30:00+00:00;0.0135525
2021-12-08 09:45:00+00:00;0.0167075
2021-12-08 10:00:00+00:00;0.026095
2021-12-08 10:15:00+00:00;0.0353775
2021-12-08 10:30:00+00:00;0.0430875
2021-12-08 10:45:00+00:00;0.0418575
2021-12-08 11:00:00+00:00;0.0432125
2021-12-08 11:15:00+00:00;0.0392975
2021-12-08 11:30:00+00:00;0.038665
2021-12-08 11:45:00+00:00;0.034695
2021-12-08 12:00:00+00:00;0.03531
2021-12-08 12:15:00+00:00;0.031625
2021-12-08 12:30:00+00:00;0.0340825
2021-12-08 12:45:00+00:00;0.028555
2021-12-08 13:00:00+00:00;0.0276325
2021-12-08 13:15:00+00:00;0.02702
2021-12-08 13:30:00+00:00;0.021185
2021-12-08 13:45:00+00:00;0.0193425
2021-12-08 14:00:00+00:00;0.0175025
2021-12-08 14:15:00+00:00;0.021185
2021-12-08 14:30:00+00:00;0.021185
2021-12-08 14:45:00+00:00;0.0175025
2021-12-08 15:00:00+00:00;0.0079825
2021-12-08 15:15:00+00:00;0.0042975
2021-12-08 15:30:00+00:00;0.0024575
2021-12-08 15:45:00+00:00;0.00003
2021-12-08 16:00:00+00:00;0.00003
2021-12-08 16:15:00+00:00;0.00003
2021-12-08 16:30:00+00:00;0.000035
2021-12-08 16:45:00+00:00;0.000035
2021-12-08 17:00:00+00:00;0.000175
2021-12-08 17:15:00+00:00;0.000425
2021-12-08 17:30:00+00:00;0.000815
2021-12-08 17:45:00+00:00;0.0007525
2021-12-08 18:00:00+00:00;0.000865
2021-12-08 18:15:00+00:00;0.000955
2021-12-08 18:30:00+00:00;0.0010275
2021-12-08 18:45:00+00:00;0.00109
2021-12-08 19:00:00+00:00;0.00134
2021-12-08 19:15:00+00:00;0.00144
2021-12-08 19:30:00+00:00;0.00131
2021-12-08 19:45:00+00:00;0.001375
2021-12-08 20:00:00+00:00;0.001435
2021-12-08 20:15:00+00:00;0.0014825
2021-12-08 20:30:00+00:00;0.00151
2021-12-08 20:45:00+00:00;0.001535
2021-12-08 21:00:00+00:00;0.00156
2021-12-08 21:15:00+00:00;0.001585
2021-12-08 21:30:00+00:00;0.0016075
2021-12-08 21:45:00+00:00;0.00163
2021-12-08 22:00:00+00:00;0.00165
2021-12-08 22:15:00+00:00;0.00167
2021-12-08 22:30:00+00:00;0.0016925
2021-12-08 22:45:00+00:00;0.0017125
2021-12-08 23:00:00+00:00;0.00173
2021-12-08 23:15:00+00:00;0.00175
2021-12-08 23:30:00+00:00;0.00177
2021-12-08 23:45:00+00:00;0.0023875
2021-12-09 00:00:00+00:00;0.00181
2021-12-09 00:15:00+00:00;0.00244
2021-12-09 00:30:00+00:00;0.0018425
2021-12-09 00:45:00+00:00;0.0018425
2021-12-09 01:00:00+00:00;0.0018425
2021-12-09 01:15:00+00:00;0.0018425
2021-12-09 01:30:00+00:00;0.0018425
2021-12-09 01:45:00+00:00;0.0018425
2021-12-09 02:00:00+00:00;0.0018425
2021-12-09 02:15:00+00:00;0.0018425
2021-12-09 02:30:00+00:00;0.00183
2021-12-09 02:45:00+00:00;0.001805
2021-12-09 03:00:00+00:00;0.001775
2021-12-09 03:15:00+00:00;0.00174
2021-12-09 03:30:00+00:00;0.0016975
2021-12-09 03:45:00+00:00;0.00165
2021-12-09 04:00:00+00:00;0.0015925
2021-12-09 04:15:00+00:00;0.0015225
2021-12-09 04:30:00+00:00;0.0014375
2021-12-09 04:45:00+00:00;0.001335
2021-12-09 05:00:00+00:00;0.001205
2021-12-09 05:15:00+00:00;0.0010375
2021-12-09 05:30:00+00:00;0.001085
2021-12-09 05:45:00+00:00;0.0005725
2021-12-09 06:00:00+00:00;0.0006675
2021-12-09 06:15:00+00:00;0.0006675
2021-12-09 06:30:00+00:00;0.0005725
2021-12-09 06:45:00+00:00;0.000765
2021-12-09 07:00:00+00:00;0.00191
2021-12-09 07:15:00+00:00;0.0073575
2021-12-09 07:30:00+00:00;0.01493
2021-12-09 07:45:00+00:00;0.020125
2021-12-09 08:00:00+00:00;0.0222875
2021-12-09 08:15:00+00:00;0.0253175
2021-12-09 08:30:00+00:00;0.0331075
2021-12-09 08:45:00+00:00;0.0378675
2021-12-09 09:00:00+00:00;0.0415475
2021-12-09 09:15:00+00:00;0.0385175
2021-12-09 09:30:00+00:00;0.0455125
2021-12-09 09:45:00+00:00;0.055295
2021-12-09 10:00:00+00:00;0.0450125
2021-12-09 10:15:00+00:00;0.0515725
2021-12-09 10:30:00+00:00;0.0688875
2021-12-09 10:45:00+00:00;0.1041025
2021-12-09 11:00:00+00:00;0.1117275
2021-12-09 11:15:00+00:00;0.1099425
2021-12-09 11:30:00+00:00;0.092555
2021-12-09 11:45:00+00:00;0.0531175
2021-12-09 12:00:00+00:00;0.0786025
2021-12-09 12:15:00+00:00;0.0884275
2021-12-09 12:30:00+00:00;0.09457
2021-12-09 12:45:00+00:00;0.0927275
2021-12-09 13:00:00+00:00;0.0921125
2021-12-09 13:15:00+00:00;0.1590475
2021-12-09 13:30:00+00:00;0.11115
2021-12-09 13:45:00+00:00;0.1160625
2021-12-09 14:00:00+00:00;0.07062
2021-12-09 14:15:00+00:00;0.0411425
2021-12-09 14:30:00+00:00;0.0221075
2021-12-09 14:45:00+00:00;0.006755
2021-12-09 15:00:00+00:00;0.0085975
2021-12-09 15:15:00+00:00;0.00921
2021-12-09 15:30:00+00:00;0.003685
2021-12-09 15:45:00+00:00;0.00003
2021-12-09 16:00:00+00:00;0.00004
2021-12-09 16:15:00+00:00;0.00003
2021-12-09 16:30:00+00:00;0.00004
2021-12-09 16:45:00+00:00;0.00003
2021-12-09 17:00:00+00:00;0.00017
2021-12-09 17:15:00+00:00;0.00042
2021-12-09 17:30:00+00:00;0.000605
2021-12-09 17:45:00+00:00;0.0009975
2021-12-09 18:00:00+00:00;0.00086
2021-12-09 18:15:00+00:00;0.00095
2021-12-09 18:30:00+00:00;0.001025
2021-12-09 18:45:00+00:00;0.001085
2021-12-09 19:00:00+00:00;0.0015275
2021-12-09 19:15:00+00:00;0.00123
2021-12-09 19:30:00+00:00;0.001305
2021-12-09 19:45:00+00:00;0.0013725
2021-12-09 20:00:00+00:00;0.00191
2021-12-09 20:15:00+00:00;0.0014825
2021-12-09 20:30:00+00:00;0.00151
2021-12-09 20:45:00+00:00;0.001535
2021-12-09 21:00:00+00:00;0.00234
2021-12-09 21:15:00+00:00;0.0018475
2021-12-09 21:30:00+00:00;0.00241
2021-12-09 21:45:00+00:00;0.0019
2021-12-09 22:00:00+00:00;0.00275
2021-12-09 22:15:00+00:00;0.002785
2021-12-09 22:30:00+00:00;0.0025375
2021-12-09 22:45:00+00:00;0.0025675
2021-12-09 23:00:00+00:00;0.002595
2021-12-09 23:15:00+00:00;0.002625
2021-12-09 23:30:00+00:00;0.00177
2021-12-09 23:45:00+00:00;0.00179
2021-12-10 00:00:00+00:00;0.00181
2021-12-10 00:15:00+00:00;0.00244
2021-12-10 00:30:00+00:00;0.0027625
2021-12-10 00:45:00+00:00;0.00215
2021-12-10 01:00:00+00:00;0.00215
2021-12-10 01:15:00+00:00;0.00215
2021-12-10 01:30:00+00:00;0.0027625
2021-12-10 01:45:00+00:00;0.0027625
2021-12-10 02:00:00+00:00;0.0018425
2021-12-10 02:15:00+00:00;0.0018425
2021-12-10 02:30:00+00:00;0.00305
2021-12-10 02:45:00+00:00;0.0012025
2021-12-10 03:00:00+00:00;0.0020675
2021-12-10 03:15:00+00:00;0.0031875
2021-12-10 03:30:00+00:00;0.0022625
2021-12-10 03:45:00+00:00;0.0021975
2021-12-10 04:00:00+00:00;0.0018575
2021-12-10 04:15:00+00:00;0.0022825
2021-12-10 04:30:00+00:00;0.0021575
2021-12-10 04:45:00+00:00;0.002005
2021-12-10 05:00:00+00:00;0.00161
2021-12-10 05:15:00+00:00;0.0010425
2021-12-10 05:30:00+00:00;0.0009575
2021-12-10 05:45:00+00:00;0.0006675
2021-12-10 06:00:00+00:00;0.00086
2021-12-10 06:15:00+00:00;0.0006675
2021-12-10 06:30:00+00:00;0.0005725
2021-12-10 06:45:00+00:00;0.0005725
2021-12-10 07:00:00+00:00;0.00105
2021-12-10 07:15:00+00:00;0.00541
2021-12-10 07:30:00+00:00;0.009955
2021-12-10 07:45:00+00:00;0.0129825
2021-12-10 08:00:00+00:00;0.01558
2021-12-10 08:15:00+00:00;0.01558
2021-12-10 08:30:00+00:00;0.022505
2021-12-10 08:45:00+00:00;0.02337
2021-12-10 09:00:00+00:00;0.0268325
2021-12-10 09:15:00+00:00;0.0307275
2021-12-10 09:30:00+00:00;0.0314575
2021-12-10 09:45:00+00:00;0.03022
2021-12-10 10:00:00+00:00;0.0250025
2021-12-10 10:15:00+00:00;0.0281475
2021-12-10 10:30:00+00:00;0.039795
2021-12-10 10:45:00+00:00;0.06413
2021-12-10 11:00:00+00:00;0.07779
2021-12-10 11:15:00+00:00;0.06742
2021-12-10 11:30:00+00:00;0.0628575
2021-12-10 11:45:00+00:00;0.059565
2021-12-10 12:00:00+00:00;0.06233
2021-12-10 12:15:00+00:00;0.066015
2021-12-10 12:30:00+00:00;0.0463625
2021-12-10 12:45:00+00:00;0.0506625
2021-12-10 13:00:00+00:00;0.0687775
2021-12-10 13:15:00+00:00;0.0687775
2021-12-10 13:30:00+00:00;0.0693925
2021-12-10 13:45:00+00:00;0.0546525
2021-12-10 14:00:00+00:00;0.04575
2021-12-10 14:15:00+00:00;0.04145
2021-12-10 14:30:00+00:00;0.03224
2021-12-10 14:45:00+00:00;0.0230275
2021-12-10 15:00:00+00:00;0.0162725
2021-12-10 15:15:00+00:00;0.00829
2021-12-10 15:30:00+00:00;0.0033775
2021-12-10 15:45:00+00:00;0.000035
2021-12-10 16:00:00+00:00;0.00003
2021-12-10 16:15:00+00:00;0.00003
2021-12-10 16:30:00+00:00;0.00003
2021-12-10 16:45:00+00:00;0.00003
2021-12-10 17:00:00+00:00;0.0001625
2021-12-10 17:15:00+00:00;0.000415
2021-12-10 17:30:00+00:00;0.0006
2021-12-10 17:45:00+00:00;0.0007425
2021-12-10 18:00:00+00:00;0.000855
2021-12-10 18:15:00+00:00;0.000945
2021-12-10 18:30:00+00:00;0.00102
2021-12-10 18:45:00+00:00;0.0010825
2021-12-10 19:00:00+00:00;0.0011425
2021-12-10 19:15:00+00:00;0.0012275
2021-12-10 19:30:00+00:00;0.0013025
2021-12-10 19:45:00+00:00;0.00137
2021-12-10 20:00:00+00:00;0.00143
2021-12-10 20:15:00+00:00;0.0014825
2021-12-10 20:30:00+00:00;0.00176
2021-12-10 20:45:00+00:00;0.0023025
2021-12-10 21:00:00+00:00;0.00234
2021-12-10 21:15:00+00:00;0.0018475
2021-12-10 21:30:00+00:00;0.0016075
2021-12-10 21:45:00+00:00;0.0016275
2021-12-10 22:00:00+00:00;0.00165
2021-12-10 22:15:00+00:00;0.00167
2021-12-10 22:30:00+00:00;0.00169
2021-12-10 22:45:00+00:00;0.00171
2021-12-10 23:00:00+00:00;0.00173
2021-12-10 23:15:00+00:00;0.00175
2021-12-10 23:30:00+00:00;0.00177
2021-12-10 23:45:00+00:00;0.00179
2021-12-11 00:00:00+00:00;0.00181
2021-12-11 00:15:00+00:00;0.00183
2021-12-11 00:30:00+00:00;0.0018425
2021-12-11 00:45:00+00:00;0.0018425
2021-12-11 01:00:00+00:00;0.0018425
2021-12-11 01:15:00+00:00;0.0018425
2021-12-11 01:30:00+00:00;0.0018425
2021-12-11 01:45:00+00:00;0.0018425
2021-12-11 02:00:00+00:00;0.0018425
2021-12-11 02:15:00+00:00;0.0018425
2021-12-11 02:30:00+00:00;0.0018275
2021-12-11 02:45:00+00:00;0.0018025
2021-12-11 03:00:00+00:00;0.0017725
2021-12-11 03:15:00+00:00;0.0017375
2021-12-11 03:30:00+00:00;0.0016975
2021-12-11 03:45:00+00:00;0.0016475
2021-12-11 04:00:00+00:00;0.00159
2021-12-11 04:15:00+00:00;0.0015225
