time;P_infl_load_[kW]
2021-11-28 07:00:00+00:00;42.984
2021-11-28 07:15:00+00:00;38.744
2021-11-28 07:30:00+00:00;36.972
2021-11-28 07:45:00+00:00;39.044
2021-11-28 08:00:00+00:00;33.676
2021-11-28 08:15:00+00:00;37.984
2021-11-28 08:30:00+00:00;42.56
2021-11-28 08:45:00+00:00;46.184
2021-11-28 09:00:00+00:00;44.316
2021-11-28 09:15:00+00:00;48.824
2021-11-28 09:30:00+00:00;49.74
2021-11-28 09:45:00+00:00;50.668
2021-11-28 10:00:00+00:00;54.128
2021-11-28 10:15:00+00:00;50.768
2021-11-28 10:30:00+00:00;49.32
2021-11-28 10:45:00+00:00;47.004
2021-11-28 11:00:00+00:00;46.564
2021-11-28 11:15:00+00:00;42.804
2021-11-28 11:30:00+00:00;46.596
2021-11-28 11:45:00+00:00;38.788
2021-11-28 12:00:00+00:00;46.54
2021-11-28 12:15:00+00:00;46.988
2021-11-28 12:30:00+00:00;49.084
2021-11-28 12:45:00+00:00;44.3
2021-11-28 13:00:00+00:00;40.452
2021-11-28 13:15:00+00:00;49.808
2021-11-28 13:30:00+00:00;49.096
2021-11-28 13:45:00+00:00;51.176
2021-11-28 14:00:00+00:00;49.728
2021-11-28 14:15:00+00:00;54.216
2021-11-28 14:30:00+00:00;56.016
2021-11-28 14:45:00+00:00;61.196
2021-11-28 15:00:00+00:00;56.836
2021-11-28 15:15:00+00:00;58.84
2021-11-28 15:30:00+00:00;58.052
2021-11-28 15:45:00+00:00;59.676
2021-11-28 16:00:00+00:00;65.576
2021-11-28 16:15:00+00:00;65.008
2021-11-28 16:30:00+00:00;60.64
2021-11-28 16:45:00+00:00;63.956
2021-11-28 17:00:00+00:00;71.884
2021-11-28 17:15:00+00:00;69.944
2021-11-28 17:30:00+00:00;67.864
2021-11-28 17:45:00+00:00;63.06
2021-11-28 18:00:00+00:00;59.296
2021-11-28 18:15:00+00:00;59.956
2021-11-28 18:30:00+00:00;54.324
2021-11-28 18:45:00+00:00;61.608
2021-11-28 19:00:00+00:00;65.196
2021-11-28 19:15:00+00:00;52.68
2021-11-28 19:30:00+00:00;55.112
2021-11-28 19:45:00+00:00;52.296
2021-11-28 20:00:00+00:00;54.76
2021-11-28 20:15:00+00:00;53.592
2021-11-28 20:30:00+00:00;44.992
2021-11-28 20:45:00+00:00;42.932
2021-11-28 21:00:00+00:00;41.12
2021-11-28 21:15:00+00:00;46.256
2021-11-28 21:30:00+00:00;46.792
2021-11-28 21:45:00+00:00;41.72
2021-11-28 22:00:00+00:00;40.752
2021-11-28 22:15:00+00:00;36.012
2021-11-28 22:30:00+00:00;34.596
2021-11-28 22:45:00+00:00;38.776
2021-11-28 23:00:00+00:00;35.848
2021-11-28 23:15:00+00:00;36.416
2021-11-28 23:30:00+00:00;29.244
2021-11-28 23:45:00+00:00;35.2
2021-11-29 00:00:00+00:00;37.628
2021-11-29 00:15:00+00:00;36.464
2021-11-29 00:30:00+00:00;35.608
2021-11-29 00:45:00+00:00;40.66
2021-11-29 01:00:00+00:00;37.792
2021-11-29 01:15:00+00:00;34.888
2021-11-29 01:30:00+00:00;35.024
2021-11-29 01:45:00+00:00;32.068
2021-11-29 02:00:00+00:00;31.144
2021-11-29 02:15:00+00:00;27.532
2021-11-29 02:30:00+00:00;26.492
2021-11-29 02:45:00+00:00;24.464
2021-11-29 03:00:00+00:00;21.688
2021-11-29 03:15:00+00:00;24.22
2021-11-29 03:30:00+00:00;28.056
2021-11-29 03:45:00+00:00;29.848
2021-11-29 04:00:00+00:00;26.488
2021-11-29 04:15:00+00:00;26.012
2021-11-29 04:30:00+00:00;33.636
2021-11-29 04:45:00+00:00;32.3
2021-11-29 05:00:00+00:00;33.408
2021-11-29 05:15:00+00:00;38.984
2021-11-29 05:30:00+00:00;35.42
2021-11-29 05:45:00+00:00;34.564
2021-11-29 06:00:00+00:00;32.92
2021-11-29 06:15:00+00:00;37.544
2021-11-29 06:30:00+00:00;38.268
2021-11-29 06:45:00+00:00;38.3
2021-11-29 07:00:00+00:00;40.008
2021-11-29 07:15:00+00:00;40.86
2021-11-29 07:30:00+00:00;41.752
2021-11-29 07:45:00+00:00;45.052
2021-11-29 08:00:00+00:00;39.684
2021-11-29 08:15:00+00:00;33.212
2021-11-29 08:30:00+00:00;34.268
2021-11-29 08:45:00+00:00;33.328
2021-11-29 09:00:00+00:00;33.936
2021-11-29 09:15:00+00:00;34.176
2021-11-29 09:30:00+00:00;36.66
2021-11-29 09:45:00+00:00;37.728
2021-11-29 10:00:00+00:00;34.128
2021-11-29 10:15:00+00:00;34.56
2021-11-29 10:30:00+00:00;32.744
2021-11-29 10:45:00+00:00;37.56
2021-11-29 11:00:00+00:00;38.332
2021-11-29 11:15:00+00:00;41.996
2021-11-29 11:30:00+00:00;36.236
2021-11-29 11:45:00+00:00;35.376
2021-11-29 12:00:00+00:00;38.604
2021-11-29 12:15:00+00:00;40.944
2021-11-29 12:30:00+00:00;41.056
2021-11-29 12:45:00+00:00;39.588
2021-11-29 13:00:00+00:00;38.284
2021-11-29 13:15:00+00:00;34.496
2021-11-29 13:30:00+00:00;33.608
2021-11-29 13:45:00+00:00;32.448
2021-11-29 14:00:00+00:00;32.512
2021-11-29 14:15:00+00:00;34.152
2021-11-29 14:30:00+00:00;34.944
2021-11-29 14:45:00+00:00;36.256
2021-11-29 15:00:00+00:00;35.036
2021-11-29 15:15:00+00:00;32.544
2021-11-29 15:30:00+00:00;36.1
2021-11-29 15:45:00+00:00;43.628
2021-11-29 16:00:00+00:00;50.18
2021-11-29 16:15:00+00:00;45.528
2021-11-29 16:30:00+00:00;51.952
2021-11-29 16:45:00+00:00;52.964
2021-11-29 17:00:00+00:00;53.372
2021-11-29 17:15:00+00:00;53.792
2021-11-29 17:30:00+00:00;58.44
2021-11-29 17:45:00+00:00;65.124
2021-11-29 18:00:00+00:00;60.8
2021-11-29 18:15:00+00:00;55.456
2021-11-29 18:30:00+00:00;56.504
2021-11-29 18:45:00+00:00;59.888
2021-11-29 19:00:00+00:00;61.224
2021-11-29 19:15:00+00:00;55.28
2021-11-29 19:30:00+00:00;50.684
2021-11-29 19:45:00+00:00;51.652
2021-11-29 20:00:00+00:00;58.008
2021-11-29 20:15:00+00:00;56.34
2021-11-29 20:30:00+00:00;53.54
2021-11-29 20:45:00+00:00;60.672
2021-11-29 21:00:00+00:00;60.888
2021-11-29 21:15:00+00:00;57.52
2021-11-29 21:30:00+00:00;48.956
2021-11-29 21:45:00+00:00;46.856
2021-11-29 22:00:00+00:00;36.212
2021-11-29 22:15:00+00:00;36.756
2021-11-29 22:30:00+00:00;35.484
2021-11-29 22:45:00+00:00;37.592
2021-11-29 23:00:00+00:00;33.156
2021-11-29 23:15:00+00:00;27.668
2021-11-29 23:30:00+00:00;31.34
2021-11-29 23:45:00+00:00;29.012
2021-11-30 00:00:00+00:00;27.356
2021-11-30 00:15:00+00:00;28.616
2021-11-30 00:30:00+00:00;25.892
2021-11-30 00:45:00+00:00;32.68
2021-11-30 01:00:00+00:00;31.82
2021-11-30 01:15:00+00:00;32.648
2021-11-30 01:30:00+00:00;31.148
2021-11-30 01:45:00+00:00;34.852
2021-11-30 02:00:00+00:00;40.56
2021-11-30 02:15:00+00:00;37.58
2021-11-30 02:30:00+00:00;37.34
2021-11-30 02:45:00+00:00;40.728
2021-11-30 03:00:00+00:00;40.136
2021-11-30 03:15:00+00:00;38.068
2021-11-30 03:30:00+00:00;36.14
2021-11-30 03:45:00+00:00;31.512
2021-11-30 04:00:00+00:00;31.48
2021-11-30 04:15:00+00:00;34.16
2021-11-30 04:30:00+00:00;32.472
2021-11-30 04:45:00+00:00;39.048
2021-11-30 05:00:00+00:00;41.988
2021-11-30 05:15:00+00:00;39.94
2021-11-30 05:30:00+00:00;37.608
2021-11-30 05:45:00+00:00;39.344
2021-11-30 06:00:00+00:00;41.452
2021-11-30 06:15:00+00:00;43.844
2021-11-30 06:30:00+00:00;41.408
2021-11-30 06:45:00+00:00;41.236
2021-11-30 07:00:00+00:00;38.22
2021-11-30 07:15:00+00:00;34.396
2021-11-30 07:30:00+00:00;35.72
2021-11-30 07:45:00+00:00;34.188
2021-11-30 08:00:00+00:00;35.4
2021-11-30 08:15:00+00:00;38.548
2021-11-30 08:30:00+00:00;36.904
2021-11-30 08:45:00+00:00;41.732
2021-11-30 09:00:00+00:00;39.232
2021-11-30 09:15:00+00:00;37.24
2021-11-30 09:30:00+00:00;35.532
2021-11-30 09:45:00+00:00;35.392
2021-11-30 10:00:00+00:00;36.5
2021-11-30 10:15:00+00:00;39.836
2021-11-30 10:30:00+00:00;41.068
2021-11-30 10:45:00+00:00;47.552
2021-11-30 11:00:00+00:00;46.2
2021-11-30 11:15:00+00:00;39.58
2021-11-30 11:30:00+00:00;36.588
2021-11-30 11:45:00+00:00;36.784
2021-11-30 12:00:00+00:00;35.256
2021-11-30 12:15:00+00:00;33.412
2021-11-30 12:30:00+00:00;34.7
2021-11-30 12:45:00+00:00;36.088
2021-11-30 13:00:00+00:00;34.212
2021-11-30 13:15:00+00:00;36.556
2021-11-30 13:30:00+00:00;38.188
2021-11-30 13:45:00+00:00;39.4
2021-11-30 14:00:00+00:00;33.992
2021-11-30 14:15:00+00:00;37.136
2021-11-30 14:30:00+00:00;38.376
2021-11-30 14:45:00+00:00;38.792
2021-11-30 15:00:00+00:00;37.476
2021-11-30 15:15:00+00:00;38.72
2021-11-30 15:30:00+00:00;40.92
2021-11-30 15:45:00+00:00;45.304
2021-11-30 16:00:00+00:00;49.104
2021-11-30 16:15:00+00:00;53.904
2021-11-30 16:30:00+00:00;52.732
2021-11-30 16:45:00+00:00;54.42
2021-11-30 17:00:00+00:00;55.632
2021-11-30 17:15:00+00:00;62.516
2021-11-30 17:30:00+00:00;61.944
2021-11-30 17:45:00+00:00;55.552
2021-11-30 18:00:00+00:00;55.764
2021-11-30 18:15:00+00:00;61.456
2021-11-30 18:30:00+00:00;60.42
2021-11-30 18:45:00+00:00;54.72
2021-11-30 19:00:00+00:00;52.128
2021-11-30 19:15:00+00:00;52.28
2021-11-30 19:30:00+00:00;51.516
2021-11-30 19:45:00+00:00;55.4
2021-11-30 20:00:00+00:00;51.624
2021-11-30 20:15:00+00:00;59.44
2021-11-30 20:30:00+00:00;60.264
2021-11-30 20:45:00+00:00;52.944
2021-11-30 21:00:00+00:00;48.792
2021-11-30 21:15:00+00:00;44.128
2021-11-30 21:30:00+00:00;51.004
2021-11-30 21:45:00+00:00;55.312
2021-11-30 22:00:00+00:00;49.008
2021-11-30 22:15:00+00:00;43.304
2021-11-30 22:30:00+00:00;41.9
2021-11-30 22:45:00+00:00;38.076
2021-11-30 23:00:00+00:00;34.82
2021-11-30 23:15:00+00:00;33.936
2021-11-30 23:30:00+00:00;32.1
2021-11-30 23:45:00+00:00;28.296
2021-12-01 00:00:00+00:00;29.072
2021-12-01 00:15:00+00:00;32.452
2021-12-01 00:30:00+00:00;33.416
2021-12-01 00:45:00+00:00;36.076
2021-12-01 01:00:00+00:00;32.08
2021-12-01 01:15:00+00:00;35.26
2021-12-01 01:30:00+00:00;35.256
2021-12-01 01:45:00+00:00;33.944
2021-12-01 02:00:00+00:00;28.124
2021-12-01 02:15:00+00:00;25.188
2021-12-01 02:30:00+00:00;27.572
2021-12-01 02:45:00+00:00;27.408
2021-12-01 03:00:00+00:00;25.156
2021-12-01 03:15:00+00:00;27.308
2021-12-01 03:30:00+00:00;26.816
2021-12-01 03:45:00+00:00;29.452
2021-12-01 04:00:00+00:00;31.984
2021-12-01 04:15:00+00:00;30.128
2021-12-01 04:30:00+00:00;32.548
2021-12-01 04:45:00+00:00;32.48
2021-12-01 05:00:00+00:00;35.668
2021-12-01 05:15:00+00:00;35.02
2021-12-01 05:30:00+00:00;36.54
2021-12-01 05:45:00+00:00;37.644
2021-12-01 06:00:00+00:00;40.636
2021-12-01 06:15:00+00:00;38.916
2021-12-01 06:30:00+00:00;43.4
2021-12-01 06:45:00+00:00;47.448
2021-12-01 07:00:00+00:00;43.168
2021-12-01 07:15:00+00:00;38.912
2021-12-01 07:30:00+00:00;45.152
2021-12-01 07:45:00+00:00;35.696
2021-12-01 08:00:00+00:00;35.952
2021-12-01 08:15:00+00:00;31.48
2021-12-01 08:30:00+00:00;37
2021-12-01 08:45:00+00:00;33.32
2021-12-01 09:00:00+00:00;37.056
2021-12-01 09:15:00+00:00;32.572
2021-12-01 09:30:00+00:00;27.824
2021-12-01 09:45:00+00:00;29.936
2021-12-01 10:00:00+00:00;30.712
2021-12-01 10:15:00+00:00;33.816
2021-12-01 10:30:00+00:00;31.776
2021-12-01 10:45:00+00:00;32.892
2021-12-01 11:00:00+00:00;33.732
2021-12-01 11:15:00+00:00;37.4
2021-12-01 11:30:00+00:00;35.572
2021-12-01 11:45:00+00:00;35.776
2021-12-01 12:00:00+00:00;40.408
2021-12-01 12:15:00+00:00;34.452
2021-12-01 12:30:00+00:00;40.128
2021-12-01 12:45:00+00:00;46.276
2021-12-01 13:00:00+00:00;48.464
2021-12-01 13:15:00+00:00;41.948
2021-12-01 13:30:00+00:00;45.424
2021-12-01 13:45:00+00:00;40.568
2021-12-01 14:00:00+00:00;32.944
2021-12-01 14:15:00+00:00;38.38
2021-12-01 14:30:00+00:00;37.912
2021-12-01 14:45:00+00:00;39.192
2021-12-01 15:00:00+00:00;37.804
2021-12-01 15:15:00+00:00;46.552
2021-12-01 15:30:00+00:00;48.02
2021-12-01 15:45:00+00:00;50.912
2021-12-01 16:00:00+00:00;53.94
2021-12-01 16:15:00+00:00;55.104
2021-12-01 16:30:00+00:00;53.216
2021-12-01 16:45:00+00:00;57.384
2021-12-01 17:00:00+00:00;63.592
2021-12-01 17:15:00+00:00;66.08
2021-12-01 17:30:00+00:00;55.392
2021-12-01 17:45:00+00:00;63.544
2021-12-01 18:00:00+00:00;61.376
2021-12-01 18:15:00+00:00;65.376
2021-12-01 18:30:00+00:00;65.584
2021-12-01 18:45:00+00:00;55.216
2021-12-01 19:00:00+00:00;65.4
2021-12-01 19:15:00+00:00;62.816
2021-12-01 19:30:00+00:00;62.96
2021-12-01 19:45:00+00:00;51.28
2021-12-01 20:00:00+00:00;46.312
2021-12-01 20:15:00+00:00;49.216
2021-12-01 20:30:00+00:00;54.7
2021-12-01 20:45:00+00:00;50.248
2021-12-01 21:00:00+00:00;43.16
2021-12-01 21:15:00+00:00;38.34
2021-12-01 21:30:00+00:00;40.58
2021-12-01 21:45:00+00:00;44.476
2021-12-01 22:00:00+00:00;50.38
2021-12-01 22:15:00+00:00;50.248
2021-12-01 22:30:00+00:00;49.168
2021-12-01 22:45:00+00:00;51.064
2021-12-01 23:00:00+00:00;45.916
2021-12-01 23:15:00+00:00;42.44
2021-12-01 23:30:00+00:00;43.156
2021-12-01 23:45:00+00:00;38.68
2021-12-02 00:00:00+00:00;35.928
2021-12-02 00:15:00+00:00;36.372
2021-12-02 00:30:00+00:00;35.904
2021-12-02 00:45:00+00:00;45.532
2021-12-02 01:00:00+00:00;44.692
2021-12-02 01:15:00+00:00;46.768
2021-12-02 01:30:00+00:00;42.228
2021-12-02 01:45:00+00:00;33.44
2021-12-02 02:00:00+00:00;32.656
2021-12-02 02:15:00+00:00;28.532
2021-12-02 02:30:00+00:00;34.692
2021-12-02 02:45:00+00:00;33.436
2021-12-02 03:00:00+00:00;34.964
2021-12-02 03:15:00+00:00;36.592
2021-12-02 03:30:00+00:00;32.92
2021-12-02 03:45:00+00:00;30.776
2021-12-02 04:00:00+00:00;31.876
2021-12-02 04:15:00+00:00;33.208
2021-12-02 04:30:00+00:00;31.6
2021-12-02 04:45:00+00:00;30.288
2021-12-02 05:00:00+00:00;27.6
2021-12-02 05:15:00+00:00;33.392
2021-12-02 05:30:00+00:00;35.104
2021-12-02 05:45:00+00:00;39.616
2021-12-02 06:00:00+00:00;36.704
2021-12-02 06:15:00+00:00;40.832
2021-12-02 06:30:00+00:00;45.788
2021-12-02 06:45:00+00:00;44.168
2021-12-02 07:00:00+00:00;40.532
2021-12-02 07:15:00+00:00;42.192
2021-12-02 07:30:00+00:00;47.024
2021-12-02 07:45:00+00:00;47.62
2021-12-02 08:00:00+00:00;40.284
2021-12-02 08:15:00+00:00;36.1
2021-12-02 08:30:00+00:00;32.08
2021-12-02 08:45:00+00:00;37.296
2021-12-02 09:00:00+00:00;34.052
2021-12-02 09:15:00+00:00;38.276
2021-12-02 09:30:00+00:00;34.78
2021-12-02 09:45:00+00:00;35.608
2021-12-02 10:00:00+00:00;37.62
2021-12-02 10:15:00+00:00;33.204
2021-12-02 10:30:00+00:00;36.44
2021-12-02 10:45:00+00:00;44.228
2021-12-02 11:00:00+00:00;51.256
2021-12-02 11:15:00+00:00;40.184
2021-12-02 11:30:00+00:00;44.096
2021-12-02 11:45:00+00:00;44.008
2021-12-02 12:00:00+00:00;41.568
2021-12-02 12:15:00+00:00;36.292
2021-12-02 12:30:00+00:00;40.272
2021-12-02 12:45:00+00:00;40.456
2021-12-02 13:00:00+00:00;38.008
2021-12-02 13:15:00+00:00;37.956
2021-12-02 13:30:00+00:00;38.192
2021-12-02 13:45:00+00:00;45.34
2021-12-02 14:00:00+00:00;44.64
2021-12-02 14:15:00+00:00;41.236
2021-12-02 14:30:00+00:00;40.188
2021-12-02 14:45:00+00:00;39.572
2021-12-02 15:00:00+00:00;40.948
2021-12-02 15:15:00+00:00;39.704
2021-12-02 15:30:00+00:00;37.876
2021-12-02 15:45:00+00:00;39.424
2021-12-02 16:00:00+00:00;43.568
2021-12-02 16:15:00+00:00;50.648
2021-12-02 16:30:00+00:00;49.76
2021-12-02 16:45:00+00:00;58.452
2021-12-02 17:00:00+00:00;58.468
2021-12-02 17:15:00+00:00;62.04
2021-12-02 17:30:00+00:00;61.58
2021-12-02 17:45:00+00:00;55.66
2021-12-02 18:00:00+00:00;57.784
2021-12-02 18:15:00+00:00;49.636
2021-12-02 18:30:00+00:00;55.764
2021-12-02 18:45:00+00:00;51.248
2021-12-02 19:00:00+00:00;53.38
2021-12-02 19:15:00+00:00;54.796
2021-12-02 19:30:00+00:00;49.892
2021-12-02 19:45:00+00:00;51.448
2021-12-02 20:00:00+00:00;56.716
2021-12-02 20:15:00+00:00;52.596
2021-12-02 20:30:00+00:00;52.896
2021-12-02 20:45:00+00:00;54.628
2021-12-02 21:00:00+00:00;53.568
2021-12-02 21:15:00+00:00;59.208
2021-12-02 21:30:00+00:00;55.532
2021-12-02 21:45:00+00:00;52.928
2021-12-02 22:00:00+00:00;46.984
2021-12-02 22:15:00+00:00;41.912
2021-12-02 22:30:00+00:00;40.564
2021-12-02 22:45:00+00:00;39.712
2021-12-02 23:00:00+00:00;36.168
2021-12-02 23:15:00+00:00;34.32
2021-12-02 23:30:00+00:00;30.968
2021-12-02 23:45:00+00:00;27.232
2021-12-03 00:00:00+00:00;32.284
2021-12-03 00:15:00+00:00;38.784
2021-12-03 00:30:00+00:00;36.832
2021-12-03 00:45:00+00:00;43.192
2021-12-03 01:00:00+00:00;42.54
2021-12-03 01:15:00+00:00;48.54
2021-12-03 01:30:00+00:00;47.212
2021-12-03 01:45:00+00:00;44.252
2021-12-03 02:00:00+00:00;40.38
2021-12-03 02:15:00+00:00;34.16
2021-12-03 02:30:00+00:00;33.892
2021-12-03 02:45:00+00:00;33.296
2021-12-03 03:00:00+00:00;33.956
2021-12-03 03:15:00+00:00;36.596
2021-12-03 03:30:00+00:00;34.96
2021-12-03 03:45:00+00:00;31.068
2021-12-03 04:00:00+00:00;38.056
2021-12-03 04:15:00+00:00;31.024
2021-12-03 04:30:00+00:00;28.376
2021-12-03 04:45:00+00:00;28.48
2021-12-03 05:00:00+00:00;30.404
2021-12-03 05:15:00+00:00;34.34
2021-12-03 05:30:00+00:00;36.708
2021-12-03 05:45:00+00:00;33.864
2021-12-03 06:00:00+00:00;37.852
2021-12-03 06:15:00+00:00;41.692
2021-12-03 06:30:00+00:00;44.244
2021-12-03 06:45:00+00:00;43.932
2021-12-03 07:00:00+00:00;43.136
2021-12-03 07:15:00+00:00;43.212
2021-12-03 07:30:00+00:00;41.824
2021-12-03 07:45:00+00:00;34.94
2021-12-03 08:00:00+00:00;36.304
2021-12-03 08:15:00+00:00;35.012
2021-12-03 08:30:00+00:00;39.744
2021-12-03 08:45:00+00:00;38.108
2021-12-03 09:00:00+00:00;38.616
2021-12-03 09:15:00+00:00;37.952
2021-12-03 09:30:00+00:00;34.296
2021-12-03 09:45:00+00:00;39.524
2021-12-03 10:00:00+00:00;42.328
2021-12-03 10:15:00+00:00;38.564
2021-12-03 10:30:00+00:00;36.132
2021-12-03 10:45:00+00:00;41.056
2021-12-03 11:00:00+00:00;41.444
2021-12-03 11:15:00+00:00;46.584
2021-12-03 11:30:00+00:00;41.552
2021-12-03 11:45:00+00:00;35.156
2021-12-03 12:00:00+00:00;30.048
2021-12-03 12:15:00+00:00;32.86
2021-12-03 12:30:00+00:00;36.856
2021-12-03 12:45:00+00:00;44.012
2021-12-03 13:00:00+00:00;41.312
2021-12-03 13:15:00+00:00;40.336
2021-12-03 13:30:00+00:00;44.012
2021-12-03 13:45:00+00:00;41.504
2021-12-03 14:00:00+00:00;39.04
2021-12-03 14:15:00+00:00;46.18
2021-12-03 14:30:00+00:00;44.112
2021-12-03 14:45:00+00:00;44.088
2021-12-03 15:00:00+00:00;46.728
2021-12-03 15:15:00+00:00;44.036
2021-12-03 15:30:00+00:00;46.684
2021-12-03 15:45:00+00:00;48.124
2021-12-03 16:00:00+00:00;53.064
2021-12-03 16:15:00+00:00;57.764
2021-12-03 16:30:00+00:00;56.784
2021-12-03 16:45:00+00:00;54.472
2021-12-03 17:00:00+00:00;57.632
2021-12-03 17:15:00+00:00;49.8
2021-12-03 17:30:00+00:00;43.152
2021-12-03 17:45:00+00:00;53.004
2021-12-03 18:00:00+00:00;56.372
2021-12-03 18:15:00+00:00;60.044
2021-12-03 18:30:00+00:00;62.532
2021-12-03 18:45:00+00:00;65.956
2021-12-03 19:00:00+00:00;62.64
2021-12-03 19:15:00+00:00;59.412
2021-12-03 19:30:00+00:00;61.716
2021-12-03 19:45:00+00:00;56.36
2021-12-03 20:00:00+00:00;55.264
2021-12-03 20:15:00+00:00;56.548
2021-12-03 20:30:00+00:00;49.224
2021-12-03 20:45:00+00:00;49.308
2021-12-03 21:00:00+00:00;42.504
2021-12-03 21:15:00+00:00;39.012
2021-12-03 21:30:00+00:00;35.604
2021-12-03 21:45:00+00:00;36.628
2021-12-03 22:00:00+00:00;35.236
2021-12-03 22:15:00+00:00;37.904
2021-12-03 22:30:00+00:00;38.492
2021-12-03 22:45:00+00:00;36.744
2021-12-03 23:00:00+00:00;35.412
2021-12-03 23:15:00+00:00;31.448
2021-12-03 23:30:00+00:00;31.848
2021-12-03 23:45:00+00:00;37.732
2021-12-04 00:00:00+00:00;41.696
2021-12-04 00:15:00+00:00;40.864
2021-12-04 00:30:00+00:00;34.492
2021-12-04 00:45:00+00:00;41.248
2021-12-04 01:00:00+00:00;38.588
2021-12-04 01:15:00+00:00;37.636
2021-12-04 01:30:00+00:00;35.692
2021-12-04 01:45:00+00:00;36.072
2021-12-04 02:00:00+00:00;34.132
2021-12-04 02:15:00+00:00;35.588
2021-12-04 02:30:00+00:00;39.704
2021-12-04 02:45:00+00:00;38.604
2021-12-04 03:00:00+00:00;36.236
2021-12-04 03:15:00+00:00;38.632
2021-12-04 03:30:00+00:00;38.952
2021-12-04 03:45:00+00:00;34.068
2021-12-04 04:00:00+00:00;33.372
2021-12-04 04:15:00+00:00;30.716
2021-12-04 04:30:00+00:00;32.092
2021-12-04 04:45:00+00:00;30.968
2021-12-04 05:00:00+00:00;27.028
2021-12-04 05:15:00+00:00;26.916
2021-12-04 05:30:00+00:00;27.104
2021-12-04 05:45:00+00:00;29.792
2021-12-04 06:00:00+00:00;30.952
2021-12-04 06:15:00+00:00;32.3
2021-12-04 06:30:00+00:00;38.768
2021-12-04 06:45:00+00:00;40.78
2021-12-04 07:00:00+00:00;42.112
2021-12-04 07:15:00+00:00;41.256
2021-12-04 07:30:00+00:00;42.164
2021-12-04 07:45:00+00:00;40.648
2021-12-04 08:00:00+00:00;43.436
2021-12-04 08:15:00+00:00;43.512
2021-12-04 08:30:00+00:00;47.528
2021-12-04 08:45:00+00:00;43.56
2021-12-04 09:00:00+00:00;40.368
2021-12-04 09:15:00+00:00;48.38
2021-12-04 09:30:00+00:00;42.484
2021-12-04 09:45:00+00:00;45.536
2021-12-04 10:00:00+00:00;41.708
2021-12-04 10:15:00+00:00;44.912
2021-12-04 10:30:00+00:00;49.796
2021-12-04 10:45:00+00:00;48.908
2021-12-04 11:00:00+00:00;48.656
2021-12-04 11:15:00+00:00;46.332
2021-12-04 11:30:00+00:00;47.876
2021-12-04 11:45:00+00:00;48.24
2021-12-04 12:00:00+00:00;53.964
2021-12-04 12:15:00+00:00;56.688
2021-12-04 12:30:00+00:00;57.02
2021-12-04 12:45:00+00:00;63.352
2021-12-04 13:00:00+00:00;55.708
2021-12-04 13:15:00+00:00;52.28
2021-12-04 13:30:00+00:00;52.756
2021-12-04 13:45:00+00:00;45.556
2021-12-04 14:00:00+00:00;43.604
2021-12-04 14:15:00+00:00;45.888
2021-12-04 14:30:00+00:00;50.756
2021-12-04 14:45:00+00:00;52.644
2021-12-04 15:00:00+00:00;45.972
2021-12-04 15:15:00+00:00;44.832
2021-12-04 15:30:00+00:00;45.68
2021-12-04 15:45:00+00:00;48.112
2021-12-04 16:00:00+00:00;51.78
2021-12-04 16:15:00+00:00;56.36
2021-12-04 16:30:00+00:00;63.788
2021-12-04 16:45:00+00:00;69.496
2021-12-04 17:00:00+00:00;70.86
2021-12-04 17:15:00+00:00;68.72
2021-12-04 17:30:00+00:00;60.068
2021-12-04 17:45:00+00:00;52.892
2021-12-04 18:00:00+00:00;57.48
2021-12-04 18:15:00+00:00;58.36
2021-12-04 18:30:00+00:00;61.5
2021-12-04 18:45:00+00:00;63.32
2021-12-04 19:00:00+00:00;62.276
2021-12-04 19:15:00+00:00;64.736
2021-12-04 19:30:00+00:00;63.052
2021-12-04 19:45:00+00:00;63.7
2021-12-04 20:00:00+00:00;54.716
2021-12-04 20:15:00+00:00;56.764
2021-12-04 20:30:00+00:00;51.364
2021-12-04 20:45:00+00:00;53.512
2021-12-04 21:00:00+00:00;53.148
2021-12-04 21:15:00+00:00;49.42
2021-12-04 21:30:00+00:00;45.276
2021-12-04 21:45:00+00:00;47.676
2021-12-04 22:00:00+00:00;49.764
2021-12-04 22:15:00+00:00;44.86
2021-12-04 22:30:00+00:00;48.344
2021-12-04 22:45:00+00:00;47.512
2021-12-04 23:00:00+00:00;45.016
2021-12-04 23:15:00+00:00;45.232
2021-12-04 23:30:00+00:00;41.12
2021-12-04 23:45:00+00:00;37.34
2021-12-05 00:00:00+00:00;33.568
2021-12-05 00:15:00+00:00;32.552
2021-12-05 00:30:00+00:00;33.732
2021-12-05 00:45:00+00:00;39.512
2021-12-05 01:00:00+00:00;40.076
2021-12-05 01:15:00+00:00;43.168
2021-12-05 01:30:00+00:00;44.388
2021-12-05 01:45:00+00:00;43.424
2021-12-05 02:00:00+00:00;40.62
2021-12-05 02:15:00+00:00;30.728
2021-12-05 02:30:00+00:00;29.7
2021-12-05 02:45:00+00:00;29.628
2021-12-05 03:00:00+00:00;30.484
2021-12-05 03:15:00+00:00;33.852
2021-12-05 03:30:00+00:00;34.888
2021-12-05 03:45:00+00:00;31.6
2021-12-05 04:00:00+00:00;35.416
2021-12-05 04:15:00+00:00;30.764
2021-12-05 04:30:00+00:00;26.596
2021-12-05 04:45:00+00:00;24.844
2021-12-05 05:00:00+00:00;23.744
2021-12-05 05:15:00+00:00;25.26
