time;t_2m_C;global_rad_W_per_m2
2021-05-01 00:00:00+00:00;6;2
2021-05-01 00:15:00+00:00;5.95;2
2021-05-01 00:30:00+00:00;5.9;2
2021-05-01 00:45:00+00:00;5.9;2
2021-05-01 01:00:00+00:00;5.9;2
2021-05-01 01:15:00+00:00;5.95;2
2021-05-01 01:30:00+00:00;5.9;2
2021-05-01 01:45:00+00:00;5.95;2
2021-05-01 02:00:00+00:00;6;2
2021-05-01 02:15:00+00:00;5.95;2.6667
2021-05-01 02:30:00+00:00;5.6;2
2021-05-01 02:45:00+00:00;5.7;2
2021-05-01 03:00:00+00:00;5.9;2
2021-05-01 03:15:00+00:00;6;2
2021-05-01 03:30:00+00:00;6.1;2
2021-05-01 03:45:00+00:00;6.2;2
2021-05-01 04:00:00+00:00;6.1;3.3333
2021-05-01 04:15:00+00:00;6.1;5.3333
2021-05-01 04:30:00+00:00;6.3;11.3333
2021-05-01 04:45:00+00:00;6.25;27.3333
2021-05-01 05:00:00+00:00;6.3;43
2021-05-01 05:15:00+00:00;6.45;45
2021-05-01 05:30:00+00:00;6.5;55
2021-05-01 05:45:00+00:00;6.8;61
2021-05-01 06:00:00+00:00;6.8;52
2021-05-01 06:15:00+00:00;6.85;62
2021-05-01 06:30:00+00:00;6.9;90
2021-05-01 06:45:00+00:00;6.9;89.3333
2021-05-01 07:00:00+00:00;6.9;105
2021-05-01 07:15:00+00:00;6.9;127
2021-05-01 07:30:00+00:00;7.2;131.3333
2021-05-01 07:45:00+00:00;7.2;102.6667
2021-05-01 08:00:00+00:00;7.3;127.6667
2021-05-01 08:15:00+00:00;7.4;151
2021-05-01 08:30:00+00:00;7.7;222.3333
2021-05-01 08:45:00+00:00;8.15;235.6667
2021-05-01 09:00:00+00:00;8.1;293.6667
2021-05-01 09:15:00+00:00;8.6;234.3333
2021-05-01 09:30:00+00:00;8.6;189
2021-05-01 09:45:00+00:00;8.6;131.6667
2021-05-01 10:00:00+00:00;8.8;124
2021-05-01 10:15:00+00:00;8.85;107.3333
2021-05-01 10:30:00+00:00;9.3;127
2021-05-01 10:45:00+00:00;9.3;117.6667
2021-05-01 11:00:00+00:00;9.2;117.3333
2021-05-01 11:15:00+00:00;9;105.3333
2021-05-01 11:30:00+00:00;9.1;101
2021-05-01 11:45:00+00:00;9;77
2021-05-01 12:00:00+00:00;8.8;75.6667
2021-05-01 12:15:00+00:00;8.8;85
2021-05-01 12:30:00+00:00;8.8;121.6667
2021-05-01 12:45:00+00:00;8.95;157.6667
2021-05-01 13:00:00+00:00;8.9;186.3333
2021-05-01 13:15:00+00:00;9.2;148.3333
2021-05-01 13:30:00+00:00;8.8;71.3333
2021-05-01 13:45:00+00:00;8.45;68.6667
2021-05-01 14:00:00+00:00;8.5;85
2021-05-01 14:15:00+00:00;8.2;81
2021-05-01 14:30:00+00:00;8.2;66.3333
2021-05-01 14:45:00+00:00;8.2;57
2021-05-01 15:00:00+00:00;8.1;39.3333
2021-05-01 15:15:00+00:00;7.9;36.6667
2021-05-01 15:30:00+00:00;7.9;35
2021-05-01 15:45:00+00:00;7.75;33
2021-05-01 16:00:00+00:00;7.7;32.6667
2021-05-01 16:15:00+00:00;7.65;30.6667
2021-05-01 16:30:00+00:00;7.6;25.6667
2021-05-01 16:45:00+00:00;7.45;21
2021-05-01 17:00:00+00:00;7.5;18
2021-05-01 17:15:00+00:00;7.4;14
2021-05-01 17:30:00+00:00;7.4;10.3333
2021-05-01 17:45:00+00:00;7.35;7.6667
2021-05-01 18:00:00+00:00;7.2;4.6667
2021-05-01 18:15:00+00:00;7.2;3.3333
2021-05-01 18:30:00+00:00;7.3;2
2021-05-01 18:45:00+00:00;7.2;2
2021-05-01 19:00:00+00:00;7.1;2
2021-05-01 19:15:00+00:00;7.1;2
2021-05-01 19:30:00+00:00;7;2
2021-05-01 19:45:00+00:00;6.9;2
2021-05-01 20:00:00+00:00;6.8;2
2021-05-01 20:15:00+00:00;6.7;2
2021-05-01 20:30:00+00:00;6.6;2
2021-05-01 20:45:00+00:00;6.5;2
2021-05-01 21:00:00+00:00;6.4;2.3333
2021-05-01 21:15:00+00:00;6.2;2.3333
2021-05-01 21:30:00+00:00;6;2
2021-05-01 21:45:00+00:00;5.75;2
2021-05-01 22:00:00+00:00;5.7;2
2021-05-01 22:15:00+00:00;5.6;2
2021-05-01 22:30:00+00:00;5.6;2
2021-05-01 22:45:00+00:00;5.5;2
2021-05-01 23:00:00+00:00;5.4;2
2021-05-01 23:15:00+00:00;5.4;2
2021-05-01 23:30:00+00:00;5.4;2
2021-05-01 23:45:00+00:00;5.35;2
2021-05-02 00:00:00+00:00;5.4;2
2021-05-02 00:15:00+00:00;5.5;2
2021-05-02 00:30:00+00:00;5.5;2
2021-05-02 00:45:00+00:00;5.4;2
2021-05-02 01:00:00+00:00;5.4;2
2021-05-02 01:15:00+00:00;5.4;2
2021-05-02 01:30:00+00:00;5.5;2
2021-05-02 01:45:00+00:00;5.45;2
2021-05-02 02:00:00+00:00;5.5;2
2021-05-02 02:15:00+00:00;5.55;2
2021-05-02 02:30:00+00:00;5.5;2
2021-05-02 02:45:00+00:00;5.5;2
2021-05-02 03:00:00+00:00;5.5;2
2021-05-02 03:15:00+00:00;5.5;2
2021-05-02 03:30:00+00:00;5.6;2
2021-05-02 03:45:00+00:00;5.6;2
2021-05-02 04:00:00+00:00;5.7;3.3333
2021-05-02 04:15:00+00:00;5.7;5.3333
2021-05-02 04:30:00+00:00;5.6;8.3333
2021-05-02 04:45:00+00:00;5.75;11
2021-05-02 05:00:00+00:00;5.8;17.3333
2021-05-02 05:15:00+00:00;5.8;22.6667
2021-05-02 05:30:00+00:00;5.9;33.6667
2021-05-02 05:45:00+00:00;5.9;85.6667
2021-05-02 06:00:00+00:00;6.2;103.3333
2021-05-02 06:15:00+00:00;6.1;69.3333
2021-05-02 06:30:00+00:00;6.1;86.3333
2021-05-02 06:45:00+00:00;6.15;94.3333
2021-05-02 07:00:00+00:00;6.2;81.6667
2021-05-02 07:15:00+00:00;6.05;127.6667
2021-05-02 07:30:00+00:00;6.3;140.3333
2021-05-02 07:45:00+00:00;6.5;102.3333
2021-05-02 08:00:00+00:00;6.5;80.3333
2021-05-02 08:15:00+00:00;6.65;69.6667
2021-05-02 08:30:00+00:00;6.7;151.3333
2021-05-02 08:45:00+00:00;6.55;226
2021-05-02 09:00:00+00:00;7.1;137
2021-05-02 09:15:00+00:00;7.2;265
2021-05-02 09:30:00+00:00;7.6;165.6667
2021-05-02 09:45:00+00:00;7.8;194.3333
2021-05-02 10:00:00+00:00;8.1;308.3333
2021-05-02 10:15:00+00:00;8.5;347.6667
2021-05-02 10:30:00+00:00;8.9;441
2021-05-02 10:45:00+00:00;9.35;387.6667
2021-05-02 11:00:00+00:00;9.4;477.6667
2021-05-02 11:15:00+00:00;9.3;255.6667
2021-05-02 11:30:00+00:00;8.8;68.6667
2021-05-02 11:45:00+00:00;8.35;37.3333
2021-05-02 12:00:00+00:00;6.8;63.6667
2021-05-02 12:15:00+00:00;6.1;63.6667
2021-05-02 12:30:00+00:00;5.9;124.3333
2021-05-02 12:45:00+00:00;6.15;203
2021-05-02 13:00:00+00:00;6.9;741.3333
2021-05-02 13:15:00+00:00;7.8;374.6667
2021-05-02 13:30:00+00:00;8.2;69.6667
2021-05-02 13:45:00+00:00;7.4;160.3333
2021-05-02 14:00:00+00:00;7.5;461.6667
2021-05-02 14:15:00+00:00;8.2;183
2021-05-02 14:30:00+00:00;7.2;283.6667
2021-05-02 14:45:00+00:00;7.45;295.6667
2021-05-02 15:00:00+00:00;7.4;143.3333
2021-05-02 15:15:00+00:00;7.55;151.3333
2021-05-02 15:30:00+00:00;7.7;146
2021-05-02 15:45:00+00:00;8;146
2021-05-02 16:00:00+00:00;7.9;117.6667
2021-05-02 16:15:00+00:00;8.1;123.6667
2021-05-02 16:30:00+00:00;8.1;84.3333
2021-05-02 16:45:00+00:00;7.9;51.6667
2021-05-02 17:00:00+00:00;7.7;18.3333
2021-05-02 17:15:00+00:00;7.45;15
2021-05-02 17:30:00+00:00;5.9;11
2021-05-02 17:45:00+00:00;5.45;10.3333
2021-05-02 18:00:00+00:00;5.2;8
2021-05-02 18:15:00+00:00;5.1;5.3333
2021-05-02 18:30:00+00:00;5.1;3
2021-05-02 18:45:00+00:00;5.15;2.3333
2021-05-02 19:00:00+00:00;5.2;2
2021-05-02 19:15:00+00:00;5.25;2
2021-05-02 19:30:00+00:00;5.2;2
2021-05-02 19:45:00+00:00;5.4;2
2021-05-02 20:00:00+00:00;5.4;2
2021-05-02 20:15:00+00:00;5.35;2.6667
2021-05-02 20:30:00+00:00;4.8;2.6667
2021-05-02 20:45:00+00:00;4.8;2
2021-05-02 21:00:00+00:00;5.1;2
2021-05-02 21:15:00+00:00;5.3;2
2021-05-02 21:30:00+00:00;5.3;2
2021-05-02 21:45:00+00:00;5.25;2
2021-05-02 22:00:00+00:00;5.2;2
2021-05-02 22:15:00+00:00;5.35;2
2021-05-02 22:30:00+00:00;5;2
2021-05-02 22:45:00+00:00;5.4;2
2021-05-02 23:00:00+00:00;5.6;2.6667
2021-05-02 23:15:00+00:00;5.3;2
2021-05-02 23:30:00+00:00;5.2;2
2021-05-02 23:45:00+00:00;5.3;2
2021-05-03 00:00:00+00:00;5.2;2
2021-05-03 00:15:00+00:00;4.8;2
2021-05-03 00:30:00+00:00;4.7;2
2021-05-03 00:45:00+00:00;4.7;2
2021-05-03 01:00:00+00:00;4.5;2.3333
2021-05-03 01:15:00+00:00;4.6;3
2021-05-03 01:30:00+00:00;3.7;3
2021-05-03 01:45:00+00:00;2.8;2.3333
2021-05-03 02:00:00+00:00;3.3;2.6667
2021-05-03 02:15:00+00:00;2.5;2.6667
2021-05-03 02:30:00+00:00;2.8;3
2021-05-03 02:45:00+00:00;1.3;3
2021-05-03 03:00:00+00:00;1.1;3
2021-05-03 03:15:00+00:00;0.8;3
2021-05-03 03:30:00+00:00;0.5;3
2021-05-03 03:45:00+00:00;0.25;3
2021-05-03 04:00:00+00:00;0.6;6.3333
2021-05-03 04:15:00+00:00;0.75;13.6667
2021-05-03 04:30:00+00:00;0.5;35
2021-05-03 04:45:00+00:00;1;54.3333
2021-05-03 05:00:00+00:00;1.1;71
2021-05-03 05:15:00+00:00;1.4;86.3333
2021-05-03 05:30:00+00:00;1.8;112.3333
2021-05-03 05:45:00+00:00;2.45;143
2021-05-03 06:00:00+00:00;2.7;169.3333
2021-05-03 06:15:00+00:00;3.35;169.3333
2021-05-03 06:30:00+00:00;3.3;222
2021-05-03 06:45:00+00:00;3.65;372
2021-05-03 07:00:00+00:00;4.7;381
2021-05-03 07:15:00+00:00;5.2;385
2021-05-03 07:30:00+00:00;6.5;588
2021-05-03 07:45:00+00:00;6.45;532
2021-05-03 08:00:00+00:00;6.8;646
2021-05-03 08:15:00+00:00;7.55;654
2021-05-03 08:30:00+00:00;9;786.6667
2021-05-03 08:45:00+00:00;9.25;864.6667
2021-05-03 09:00:00+00:00;9.4;890.6667
2021-05-03 09:15:00+00:00;10;896
2021-05-03 09:30:00+00:00;10.3;976.6667
2021-05-03 09:45:00+00:00;11.2;1002
2021-05-03 10:00:00+00:00;11.1;873.6667
2021-05-03 10:15:00+00:00;10.85;481
2021-05-03 10:30:00+00:00;10.3;808
2021-05-03 10:45:00+00:00;11.2;914
2021-05-03 11:00:00+00:00;12.3;927
2021-05-03 11:15:00+00:00;11.55;763
2021-05-03 11:30:00+00:00;11.8;949.3333
2021-05-03 11:45:00+00:00;11.9;964
2021-05-03 12:00:00+00:00;12.7;950
2021-05-03 12:15:00+00:00;13.15;918.6667
2021-05-03 12:30:00+00:00;12.7;836.6667
2021-05-03 12:45:00+00:00;13.3;878.6667
2021-05-03 13:00:00+00:00;14;751
2021-05-03 13:15:00+00:00;13.7;791.6667
2021-05-03 13:30:00+00:00;13.6;745.6667
2021-05-03 13:45:00+00:00;13.4;734.3333
2021-05-03 14:00:00+00:00;14.9;733
2021-05-03 14:15:00+00:00;13.8;697
2021-05-03 14:30:00+00:00;13.5;655.6667
2021-05-03 14:45:00+00:00;13.9;614.3333
2021-05-03 15:00:00+00:00;13.5;552
2021-05-03 15:15:00+00:00;14.05;516
2021-05-03 15:30:00+00:00;14.3;466.6667
2021-05-03 15:45:00+00:00;14.25;426
2021-05-03 16:00:00+00:00;14.8;375
2021-05-03 16:15:00+00:00;14.3;333
2021-05-03 16:30:00+00:00;14.4;280
2021-05-03 16:45:00+00:00;14;238
2021-05-03 17:00:00+00:00;14.1;188.6667
2021-05-03 17:15:00+00:00;13.85;144.6667
2021-05-03 17:30:00+00:00;13.7;103.6667
2021-05-03 17:45:00+00:00;13.45;73
2021-05-03 18:00:00+00:00;12.8;41.3333
2021-05-03 18:15:00+00:00;12.45;22
2021-05-03 18:30:00+00:00;12.8;8
2021-05-03 18:45:00+00:00;10.9;4
2021-05-03 19:00:00+00:00;10.9;2.3333
2021-05-03 19:15:00+00:00;10.05;3
2021-05-03 19:30:00+00:00;9.2;3.6667
2021-05-03 19:45:00+00:00;8.45;2.3333
2021-05-03 20:00:00+00:00;8.2;3
2021-05-03 20:15:00+00:00;6.85;2.3333
2021-05-03 20:30:00+00:00;8.1;2.6667
2021-05-03 20:45:00+00:00;5.95;2.6667
2021-05-03 21:00:00+00:00;7.7;2
2021-05-03 21:15:00+00:00;7.05;2
2021-05-03 21:30:00+00:00;7;3
2021-05-03 21:45:00+00:00;5.95;3
2021-05-03 22:00:00+00:00;4.9;2
2021-05-03 22:15:00+00:00;5.35;2
2021-05-03 22:30:00+00:00;6.1;2
2021-05-03 22:45:00+00:00;5.25;2.6667
2021-05-03 23:00:00+00:00;4.5;1.3333
2021-05-03 23:15:00+00:00;5.35;2
2021-05-03 23:30:00+00:00;5.2;3
2021-05-03 23:45:00+00:00;3.95;3
2021-05-04 00:00:00+00:00;3.4;1.6667
2021-05-04 00:15:00+00:00;4.7;3
2021-05-04 00:30:00+00:00;3.6;2
2021-05-04 00:45:00+00:00;4.25;2
2021-05-04 01:00:00+00:00;4.3;2
2021-05-04 01:15:00+00:00;4.3;2
2021-05-04 01:30:00+00:00;4.9;2.3333
2021-05-04 01:45:00+00:00;4.2;3
2021-05-04 02:00:00+00:00;3.7;2.3333
2021-05-04 02:15:00+00:00;5.2;1
2021-05-04 02:30:00+00:00;4.6;3
2021-05-04 02:45:00+00:00;4.1;2.3333
2021-05-04 03:00:00+00:00;4.9;2.6667
2021-05-04 03:15:00+00:00;4.1;1.3333
2021-05-04 03:30:00+00:00;4.4;1.6667
2021-05-04 03:45:00+00:00;6.1;2.3333
2021-05-04 04:00:00+00:00;4.6;8.3333
2021-05-04 04:15:00+00:00;4.55;19
2021-05-04 04:30:00+00:00;5.1;50.6667
2021-05-04 04:45:00+00:00;3.75;79.3333
2021-05-04 05:00:00+00:00;5.6;89
2021-05-04 05:15:00+00:00;5.5;111
2021-05-04 05:30:00+00:00;6.4;141
2021-05-04 05:45:00+00:00;6.95;152.3333
2021-05-04 06:00:00+00:00;8.6;185.3333
2021-05-04 06:15:00+00:00;9.8;192.6667
2021-05-04 06:30:00+00:00;10.3;201.6667
2021-05-04 06:45:00+00:00;10.4;231
2021-05-04 07:00:00+00:00;10.6;311.3333
2021-05-04 07:15:00+00:00;11.2;318
2021-05-04 07:30:00+00:00;11.4;336.3333
2021-05-04 07:45:00+00:00;11.9;391.6667
2021-05-04 08:00:00+00:00;12.3;483.3333
2021-05-04 08:15:00+00:00;12.75;482.6667
2021-05-04 08:30:00+00:00;13.3;707
2021-05-04 08:45:00+00:00;14.1;752.3333
2021-05-04 09:00:00+00:00;14.7;783.3333
2021-05-04 09:15:00+00:00;15.35;862.6667
2021-05-04 09:30:00+00:00;16.3;691.6667
2021-05-04 09:45:00+00:00;15.8;821.6667
2021-05-04 10:00:00+00:00;16.1;879.3333
2021-05-04 10:15:00+00:00;16.9;878
2021-05-04 10:30:00+00:00;17.1;585.3333
2021-05-04 10:45:00+00:00;16.45;662.6667
2021-05-04 11:00:00+00:00;16.8;821.6667
2021-05-04 11:15:00+00:00;17.35;909
2021-05-04 11:30:00+00:00;17.4;644.3333
2021-05-04 11:45:00+00:00;17;550.3333
2021-05-04 12:00:00+00:00;17;579.3333
2021-05-04 12:15:00+00:00;17;520.6667
2021-05-04 12:30:00+00:00;16.7;485.6667
2021-05-04 12:45:00+00:00;16.65;566.3333
2021-05-04 13:00:00+00:00;17;557
2021-05-04 13:15:00+00:00;16.95;601
2021-05-04 13:30:00+00:00;17.4;556.3333
2021-05-04 13:45:00+00:00;17.35;514.3333
2021-05-04 14:00:00+00:00;17.5;591.3333
2021-05-04 14:15:00+00:00;17.65;404
2021-05-04 14:30:00+00:00;17.4;615.3333
2021-05-04 14:45:00+00:00;18.05;466
2021-05-04 15:00:00+00:00;17.5;483.6667
2021-05-04 15:15:00+00:00;17.9;437
2021-05-04 15:30:00+00:00;17.9;289
2021-05-04 15:45:00+00:00;17.6;132.3333
2021-05-04 16:00:00+00:00;16.9;97
2021-05-04 16:15:00+00:00;16.8;108.3333
2021-05-04 16:30:00+00:00;16.5;105.3333
2021-05-04 16:45:00+00:00;15;79.3333
2021-05-04 17:00:00+00:00;13.8;38.3333
2021-05-04 17:15:00+00:00;12.7;35.6667
2021-05-04 17:30:00+00:00;12.1;49.6667
2021-05-04 17:45:00+00:00;12;27.6667
2021-05-04 18:00:00+00:00;11.9;12
2021-05-04 18:15:00+00:00;11.5;6.6667
2021-05-04 18:30:00+00:00;11.2;2.6667
2021-05-04 18:45:00+00:00;10.95;2
2021-05-04 19:00:00+00:00;10.8;2
2021-05-04 19:15:00+00:00;11.35;1.3333
2021-05-04 19:30:00+00:00;11.7;1.3333
2021-05-04 19:45:00+00:00;11.05;2.6667
2021-05-04 20:00:00+00:00;10.8;2
2021-05-04 20:15:00+00:00;10.6;2
2021-05-04 20:30:00+00:00;10.4;2
2021-05-04 20:45:00+00:00;10.3;2
2021-05-04 21:00:00+00:00;10.2;2
2021-05-04 21:15:00+00:00;10.2;2
2021-05-04 21:30:00+00:00;9.6;2
2021-05-04 21:45:00+00:00;10;2
2021-05-04 22:00:00+00:00;9.4;2
2021-05-04 22:15:00+00:00;9.7;2
2021-05-04 22:30:00+00:00;9.6;2
2021-05-04 22:45:00+00:00;9.4;2
2021-05-04 23:00:00+00:00;9.6;1.6667
2021-05-04 23:15:00+00:00;10.35;1
2021-05-04 23:30:00+00:00;11.4;1
2021-05-04 23:45:00+00:00;12;1
2021-05-05 00:00:00+00:00;11.9;1.3333
2021-05-05 00:15:00+00:00;11.95;1.3333
2021-05-05 00:30:00+00:00;12.6;1.3333
2021-05-05 00:45:00+00:00;12.55;2
2021-05-05 01:00:00+00:00;12.6;2
2021-05-05 01:15:00+00:00;12.3;2
2021-05-05 01:30:00+00:00;12.5;2
2021-05-05 01:45:00+00:00;12.3;2
2021-05-05 02:00:00+00:00;12.2;3
2021-05-05 02:15:00+00:00;10.85;4.3333
2021-05-05 02:30:00+00:00;10.2;2
2021-05-05 02:45:00+00:00;10.35;1.3333
2021-05-05 03:00:00+00:00;10.3;1
2021-05-05 03:15:00+00:00;10.45;1.6667
2021-05-05 03:30:00+00:00;10.7;3.6667
2021-05-05 03:45:00+00:00;8.7;3.6667
2021-05-05 04:00:00+00:00;8;3.3333
2021-05-05 04:15:00+00:00;7.4;4.6667
2021-05-05 04:30:00+00:00;6.7;9.6667
2021-05-05 04:45:00+00:00;6.55;20.3333
2021-05-05 05:00:00+00:00;6.6;35.3333
2021-05-05 05:15:00+00:00;6.75;49.3333
2021-05-05 05:30:00+00:00;6.9;66
2021-05-05 05:45:00+00:00;7.1;50
2021-05-05 06:00:00+00:00;7;86
2021-05-05 06:15:00+00:00;6.9;74
2021-05-05 06:30:00+00:00;7.1;60
2021-05-05 06:45:00+00:00;7.1;53.3333
2021-05-05 07:00:00+00:00;7.2;55.3333
2021-05-05 07:15:00+00:00;7.3;70
2021-05-05 07:30:00+00:00;7.5;104.6667
2021-05-05 07:45:00+00:00;7.75;194.6667
2021-05-05 08:00:00+00:00;8.1;175
2021-05-05 08:15:00+00:00;8.2;139.6667
2021-05-05 08:30:00+00:00;8.3;88.3333
2021-05-05 08:45:00+00:00;7.6;158.3333
2021-05-05 09:00:00+00:00;7.6;180
2021-05-05 09:15:00+00:00;8.05;148.6667
2021-05-05 09:30:00+00:00;8.2;249
2021-05-05 09:45:00+00:00;8.8;410.3333
2021-05-05 10:00:00+00:00;9.4;347.6667
2021-05-05 10:15:00+00:00;9;303
2021-05-05 10:30:00+00:00;8.5;168
2021-05-05 10:45:00+00:00;8.65;363.3333
2021-05-05 11:00:00+00:00;10.3;931.3333
2021-05-05 11:15:00+00:00;11.25;712.6667
2021-05-05 11:30:00+00:00;10.8;863.3333
2021-05-05 11:45:00+00:00;11.9;632.6667
2021-05-05 12:00:00+00:00;10.8;766
2021-05-05 12:15:00+00:00;11.4;954
2021-05-05 12:30:00+00:00;12.2;914.3333
2021-05-05 12:45:00+00:00;12.1;802.3333
2021-05-05 13:00:00+00:00;11.9;492.6667
2021-05-05 13:15:00+00:00;11.3;437.3333
2021-05-05 13:30:00+00:00;11.2;332
2021-05-05 13:45:00+00:00;11.45;465.3333
2021-05-05 14:00:00+00:00;12.1;574.3333
2021-05-05 14:15:00+00:00;12.95;727.6667
2021-05-05 14:30:00+00:00;13;686.3333
2021-05-05 14:45:00+00:00;12.55;576.3333
2021-05-05 15:00:00+00:00;11.7;410
2021-05-05 15:15:00+00:00;11.3;484
2021-05-05 15:30:00+00:00;11;420.3333
2021-05-05 15:45:00+00:00;10.4;327
2021-05-05 16:00:00+00:00;10.9;197
2021-05-05 16:15:00+00:00;10;131
2021-05-05 16:30:00+00:00;10;154.6667
2021-05-05 16:45:00+00:00;10.15;148.6667
2021-05-05 17:00:00+00:00;10;109.3333
2021-05-05 17:15:00+00:00;9.85;72.6667
2021-05-05 17:30:00+00:00;9.6;58.3333
2021-05-05 17:45:00+00:00;9.4;51
2021-05-05 18:00:00+00:00;9.4;34
2021-05-05 18:15:00+00:00;9.25;20.6667
2021-05-05 18:30:00+00:00;8.5;5
2021-05-05 18:45:00+00:00;8.65;2.3333
2021-05-05 19:00:00+00:00;8.7;2
2021-05-05 19:15:00+00:00;8.45;2
2021-05-05 19:30:00+00:00;8.5;2
2021-05-05 19:45:00+00:00;8.6;2
2021-05-05 20:00:00+00:00;9;2
2021-05-05 20:15:00+00:00;8.75;2
2021-05-05 20:30:00+00:00;8.7;2
2021-05-05 20:45:00+00:00;8.2;2
2021-05-05 21:00:00+00:00;7.9;2.3333
2021-05-05 21:15:00+00:00;7.45;2.3333
2021-05-05 21:30:00+00:00;7.5;2
2021-05-05 21:45:00+00:00;7.75;2
2021-05-05 22:00:00+00:00;7.9;2.3333
2021-05-05 22:15:00+00:00;7.6;2.3333
2021-05-05 22:30:00+00:00;7.3;3.3333
2021-05-05 22:45:00+00:00;6;4
2021-05-05 23:00:00+00:00;5.1;2.6667
2021-05-05 23:15:00+00:00;5.05;2
2021-05-05 23:30:00+00:00;4.6;2
2021-05-05 23:45:00+00:00;5.3;1.3333
2021-05-06 00:00:00+00:00;5.8;2
2021-05-06 00:15:00+00:00;5.5;2
2021-05-06 00:30:00+00:00;6.2;2
2021-05-06 00:45:00+00:00;6.25;2
2021-05-06 01:00:00+00:00;6;2
2021-05-06 01:15:00+00:00;6;2
2021-05-06 01:30:00+00:00;6.2;2
2021-05-06 01:45:00+00:00;5.95;2.6667
2021-05-06 02:00:00+00:00;5.4;1.6667
2021-05-06 02:15:00+00:00;6;1.6667
2021-05-06 02:30:00+00:00;6.6;2
2021-05-06 02:45:00+00:00;6.25;2
2021-05-06 03:00:00+00:00;6.3;2
2021-05-06 03:15:00+00:00;6.55;2
2021-05-06 03:30:00+00:00;6.2;2
2021-05-06 03:45:00+00:00;6.15;2.6667
2021-05-06 04:00:00+00:00;7.3;6
2021-05-06 04:15:00+00:00;6.4;9.3333
2021-05-06 04:30:00+00:00;6.2;13.3333
2021-05-06 04:45:00+00:00;6.5;33.3333
2021-05-06 05:00:00+00:00;6.6;72.3333
2021-05-06 05:15:00+00:00;7;89.6667
2021-05-06 05:30:00+00:00;7.3;128
2021-05-06 05:45:00+00:00;7.85;164.6667
2021-05-06 06:00:00+00:00;8.3;147
2021-05-06 06:15:00+00:00;8.85;229
2021-05-06 06:30:00+00:00;9.5;367.3333
2021-05-06 06:45:00+00:00;10;396.6667
2021-05-06 07:00:00+00:00;10.9;325
2021-05-06 07:15:00+00:00;10.55;298.3333
2021-05-06 07:30:00+00:00;11.1;260.3333
2021-05-06 07:45:00+00:00;10.95;213
2021-05-06 08:00:00+00:00;10.8;198
2021-05-06 08:15:00+00:00;10.85;163.3333
2021-05-06 08:30:00+00:00;10.8;156.6667
2021-05-06 08:45:00+00:00;10.75;142
2021-05-06 09:00:00+00:00;10.8;114
2021-05-06 09:15:00+00:00;10.75;108.6667
2021-05-06 09:30:00+00:00;10.8;116.3333
2021-05-06 09:45:00+00:00;9.95;108.3333
2021-05-06 10:00:00+00:00;9.5;122.3333
2021-05-06 10:15:00+00:00;9.15;121
2021-05-06 10:30:00+00:00;9.2;111.3333
2021-05-06 10:45:00+00:00;8.9;109.3333
2021-05-06 11:00:00+00:00;8.6;125
2021-05-06 11:15:00+00:00;8.65;134.3333
2021-05-06 11:30:00+00:00;8.7;128
2021-05-06 11:45:00+00:00;8.5;126
2021-05-06 12:00:00+00:00;8.4;89.6667
2021-05-06 12:15:00+00:00;8.2;93
2021-05-06 12:30:00+00:00;8.1;118
2021-05-06 12:45:00+00:00;8.15;100.6667
2021-05-06 13:00:00+00:00;8.2;89.6667
2021-05-06 13:15:00+00:00;8.2;99.6667
2021-05-06 13:30:00+00:00;8.1;79
2021-05-06 13:45:00+00:00;8.15;66.3333
2021-05-06 14:00:00+00:00;8.1;61.3333
2021-05-06 14:15:00+00:00;8.3;61.3333
2021-05-06 14:30:00+00:00;8.2;63.3333
2021-05-06 14:45:00+00:00;8.35;62
2021-05-06 15:00:00+00:00;8.5;49.6667
2021-05-06 15:15:00+00:00;8.2;44.3333
2021-05-06 15:30:00+00:00;8.2;33.3333
2021-05-06 15:45:00+00:00;8.35;37.3333
2021-05-06 16:00:00+00:00;8.5;31.6667
2021-05-06 16:15:00+00:00;8.6;23.6667
2021-05-06 16:30:00+00:00;8.8;23
2021-05-06 16:45:00+00:00;9.2;19.6667
2021-05-06 17:00:00+00:00;9.4;49.6667
2021-05-06 17:15:00+00:00;9.65;26.3333
2021-05-06 17:30:00+00:00;9.7;24.6667
2021-05-06 17:45:00+00:00;9.9;28
2021-05-06 18:00:00+00:00;10.1;27.6667
2021-05-06 18:15:00+00:00;10.2;20.3333
2021-05-06 18:30:00+00:00;10.9;7.3333
2021-05-06 18:45:00+00:00;10.8;2.6667
2021-05-06 19:00:00+00:00;11;3.3333
2021-05-06 19:15:00+00:00;10.05;2.6667
2021-05-06 19:30:00+00:00;9.6;2.6667
2021-05-06 19:45:00+00:00;9.1;2
2021-05-06 20:00:00+00:00;9.4;1.6667
2021-05-06 20:15:00+00:00;9;1.6667
2021-05-06 20:30:00+00:00;8.9;1.6667
2021-05-06 20:45:00+00:00;9.35;1
2021-05-06 21:00:00+00:00;9.6;2.6667
2021-05-06 21:15:00+00:00;9.3;2
2021-05-06 21:30:00+00:00;8.9;2
2021-05-06 21:45:00+00:00;8.8;2
2021-05-06 22:00:00+00:00;8.7;1.6667
2021-05-06 22:15:00+00:00;8.65;1.6667
2021-05-06 22:30:00+00:00;8.8;1
2021-05-06 22:45:00+00:00;8.75;1.6667
2021-05-06 23:00:00+00:00;9.1;2
